FID,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,target_ele,image_date,edge,is_lowest_,area_m2,STATIC_BFE,Under_fld
5263,19853_29.2773326_-94.8444247_0_228.65.jpg,DEpclQyiWt_Xix8nIuXZ5Q,19853,0.611328,700,581,392,-0.109472586,-0.809833107,15.7646911,-2.115928588,1.306095481,0.700360521,0.217692155,29.2773326,-94.8444247,29.27726391,-94.84456675,-0.109472586,"[2020, 3]",Not_at_edge,Y,223.6320038,11,Y
5027,19456_29.2780488_-94.8366171_0_277.49.jpg,nU1BqkIRDU7k8GjejfHMWA,19456,0.431641,540,497,414,-0.08080615,-0.393291001,35.69035703,-2.797436242,2.404145241,0.312484851,0.109116959,29.2780488,-94.8366171,29.27812529,-94.83697386,-0.08080615,"[2019, 10]",Not_at_edge,Y,0,11,Y
418,10928_29.3066447_-94.7819566_0_343.01.jpg,UtHFaz0ZrDDry_LRHJVKUA,10928,0.754395,363,649,480,-0.078344013,-0.709320179,17.114669,-3.176353804,2.467033625,0.630976166,-0.01395496,29.3066447,-94.7819566,29.30679172,-94.78201042,-0.078344013,"[2021, 3]",Not_at_edge,Y,106.9079971,12,Y
2286,14262_29.30033_-94.8046854_0_238.99.jpg,8fL33KAYNeXQsMbykXGkPA,14262,0.275146,436,606,448,-0.072425335,-0.425673468,18.30920253,-2.847109539,2.421436071,0.353248133,0.036617103,29.30033,-94.8046854,29.30025014,-94.80485036,-0.072425335,"[2021, 4]",Not_at_edge,Y,1044.780029,12,Y
7620,24888_29.1990495_-94.9432298_0_278.77.jpg,ibhLi43xJp3sWz4043ttow,24888,0.416748,466,512,426,-0.064864486,-0.59316556,33.88338356,-3.045,2.45183444,0.528301074,0.057156086,29.19904945,-94.94322984,29.19911324,-94.94357058,-0.064864486,"[2020, 2]",Not_at_edge,Y,181.503006,16,Y
10004,4296_29.1990495_-94.9432298_0_278.77.jpg,ibhLi43xJp3sWz4043ttow,4296,0.416748,466,512,426,-0.064864486,-0.59316556,33.88338356,-3.045,2.45183444,0.528301074,0.057156086,29.1990495,-94.9432298,29.19911329,-94.94357054,-0.064864486,"[2020, 2]",Not_at_edge,Y,181.503006,16,Y
4560,18590_29.2806286_-94.8783762_0_165.08.jpg,75EmYlywqhiL0vWhYgXUwg,18590,0.330322,485,439,400,-0.061425645,-0.430854767,72.91423483,-2.842001169,2.411146402,0.369429122,0.071053919,29.2806286,-94.8783762,29.27998253,-94.87823497,-0.061425645,"[2020, 2]",Not_at_edge,Y,0,15,Y
6669,23114_29.238179_-94.8826455_0_184.91.jpg,U69qvzHE_dFkR2D0ms5W4g,23114,0.430908,552,457,407,-0.033312534,-0.614795391,58.58256434,-3.004396383,2.389600992,0.581482857,0.116695161,29.238179,-94.8826455,29.23766125,-94.88276663,-0.033312534,"[2021, 4]",Not_at_edge,Y,0,17,Y
677,11542_29.3042274_-94.7859459_0_268.51.jpg,s79BMx7VijAiUUC5ULqSKA,11542,0.401123,703,697,481,-0.029249703,-0.54678839,13.79921349,-2.951017316,2.404228926,0.517538686,0.219355035,29.30422741,-94.78594592,29.30425133,-94.78608531,-0.029249703,"[2019, 10]",Not_at_edge,Y,127.2580032,12,Y
10696,5422_29.3042274_-94.7859459_0_268.51.jpg,s79BMx7VijAiUUC5ULqSKA,5422,0.401123,703,697,481,-0.029249703,-0.54678839,13.79921349,-2.951017316,2.404228926,0.517538686,0.219355035,29.3042274,-94.7859459,29.30425132,-94.78608529,-0.029249703,"[2019, 10]",Not_at_edge,Y,127.2580032,12,Y
487,11068_29.3059811_-94.7771675_0_192.42.jpg,d6fV0FVAwyft8wySRfc1AQ,11068,0.702637,562,528,432,-0.013347227,-0.700205011,30.53841555,-3.045,2.344794989,0.686857784,0.123916398,29.30598105,-94.77716752,29.30572137,-94.77727255,-0.013347227,"[2019, 9]",Not_at_edge,Y,152.2539978,11,Y
10506,5153_29.3059811_-94.7771675_0_192.42.jpg,d6fV0FVAwyft8wySRfc1AQ,5153,0.702637,562,528,432,-0.013347227,-0.700205011,30.53841555,-3.045,2.344794989,0.686857784,0.123916398,29.30598105,-94.77716752,29.30572137,-94.77727255,-0.013347227,"[2019, 9]",Not_at_edge,Y,152.2539978,11,Y
2787,15188_29.2889208_-94.8736963_0_207.56.jpg,MRse6B7PYjy1Clf-VBk42Q,15188,0.878906,474,543,435,-0.000566192,-0.537377757,26.9901804,-2.98861472,2.451236963,0.536811565,0.062718494,29.2889208,-94.8736963,29.28871241,-94.87384,-0.000566192,"[2020, 2]",Not_at_edge,Y,58.2543983,12,Y
11453,6443_29.2976175_-94.8019464_0_343.01.jpg,vLDooUJMM9R7x-XNLP2NZg,6443,0.297363,584,509,426,0.008404294,-0.697471443,35.82191664,-3.094508949,2.397037506,0.705875737,0.13866148,29.2976175,-94.8019464,29.29793666,-94.80200436,0.008404294,"[2021, 3]",Not_at_edge,Y,218.5579987,12,Y
892,11944_29.3008487_-94.7967412_0_178.29.jpg,#NAME?,11944,0.364746,398,736,500,0.015298904,-0.514047892,12.32777115,-3.02779773,2.513749838,0.529346796,0.010117416,29.3008487,-94.7967412,29.3007375,-94.7967387,0.015298904,"[2019, 1]",Not_at_edge,Y,0,12,Y
3656,16690_29.285825_-94.7990469_0_327.99.jpg,kyNyyeIsHgeYktROdppcBQ,16690,0.29834,705,624,509,0.027293669,-0.914684153,26.15356232,-4.273669815,3.358985662,0.941977822,0.220684044,29.285825,-94.79904687,29.28604761,-94.79913612,0.027293669,"[2016, 10]",Not_at_edge,Y,76.4309006,-9999,Nodata
11654,6711_29.2970201_-94.8010493_0_237.79.jpg,MhRaqIsuIL4IdWeZqGHA3w,6711,0.72998,476,549,440,0.027832069,-0.647826327,26.74494004,-3.091556681,2.443730354,0.675658395,0.064108369,29.29702006,-94.80104934,29.29690479,-94.80129117,0.027832069,"[2020, 3]",Not_at_edge,Y,20.0716991,11,Y
4671,18764_29.28058_-94.82614_0_193.48.jpg,to6suU4_-e5wIOzFqjtGyA,18764,0.884277,100,750,489,0.032185339,-0.396233351,11.36163545,-2.846667559,2.450434208,0.42841869,-0.194964764,29.28058001,-94.82613998,29.28047759,-94.82614469,0.032185339,"[2021, 4]",Not_at_edge,Y,0,11,Y
13187,9523_29.2817097_-94.8110427_0_344.90.jpg,bp40iLp3f-lTi4OJp5JEdg,9523,0.430908,148,561,453,0.033119381,-0.894287965,27.29687097,-3.345735929,2.451447964,0.927407345,-0.162533049,29.2817097,-94.8110427,29.28193395,-94.8111588,0.033119381,"[2020, 2]",Not_at_edge,Y,149.4700012,-9999,Nodata
925,11980_29.3006354_-94.7847169_0_71.86.jpg,Z0rTKTE9VD5YNdowrq2iIg,11980,0.794434,711,559,444,0.043530245,-0.711977419,26.17715574,-3.116223272,2.404245853,0.755507664,0.224666303,29.30063543,-94.78471688,29.30065711,-94.78444858,0.043530245,"[2019, 10]",Not_at_edge,Y,141.3829956,11,Y
11053,5911_29.3006354_-94.7847169_0_71.86.jpg,Z0rTKTE9VD5YNdowrq2iIg,5911,0.794434,711,559,444,0.043530245,-0.711977419,26.17715574,-3.116223272,2.404245853,0.755507664,0.224666303,29.3006354,-94.7847169,29.30065708,-94.7844486,0.043530245,"[2019, 10]",Not_at_edge,Y,141.3829956,11,Y
12814,8966_29.2857585_-94.7956176_0_14.98.jpg,3TOFHtAmtwM8Wp4ozy70tA,8966,0.916992,612,507,383,0.046381261,-1.290107801,23.56898444,-2.013760998,0.723653197,1.336489062,0.158453006,29.2857585,-94.7956176,29.28595267,-94.79551872,0.046381261,"[2017, 5]",Not_at_edge,Y,154.8589935,-9999,Nodata
6371,22424_29.2603924_-94.8449608_0_259.01.jpg,70P8on5hjsFYMHXAPmS4wA,22424,0.525391,499,550,443,0.050191912,-0.717266185,27.27700468,-3.168309791,2.451043606,0.767458097,0.080420472,29.2603924,-94.8449608,29.26036504,-94.84523971,0.050191912,"[2021, 4]",Not_at_edge,Y,262.9869995,10,Y
12724,8857_29.2865581_-94.802446_0_58.25.jpg,QR-_OOZfPIy42bmqsvFjtA,8857,0.277588,480,565,448,0.057626427,-0.837055663,24.9207128,-3.157770375,2.320714712,0.89468209,0.06688737,29.2865581,-94.802446,29.28666337,-94.80221938,0.057626427,"[2019, 10]",Not_at_edge,Y,186.3130035,10,Y
5918,21072_29.2701317_-94.8387115_0_92.25.jpg,Uejz2Qas5U9booEBCnmAiQ,21072,0.456543,316,559,443,0.062811649,-0.611417327,25.10712954,-3.062498841,2.451081514,0.674228977,-0.047065861,29.27013167,-94.83871152,29.27013344,-94.83845318,0.062811649,"[2021, 4]",Not_at_edge,Y,269.7229919,10,Y
1837,13439_29.2941635_-94.8112712_0_43.55.jpg,bd9PgYOwYqXsJetBMF6-qA,13439,0.385986,273,527,429,0.073093143,-0.583001476,29.77474837,-2.962148052,2.379146576,0.656094618,-0.0772996,29.2941635,-94.8112712,29.2943719,-94.81107784,0.073093143,"[2019, 10]",Not_at_edge,Y,50.1800003,11,Y
4751,18903_29.2800069_-94.8333122_0_243.90.jpg,zFZxA64KSOrSVHeyswXXIg,18903,0.865723,106,528,428,0.079938187,-0.586610517,29.63253686,-2.923207483,2.336596966,0.666548704,-0.191268032,29.2800069,-94.8333122,29.27984579,-94.83355555,0.079938187,"[2021, 4]",Not_at_edge,Y,250.5319977,11,Y
6548,22741_29.2537148_-94.8554826_0_5.00.jpg,drVrzEVZSIghJwkhYD6ihQ,22741,0.90625,677,438,402,0.086087438,-0.623213453,82.49432172,-3.045,2.421786547,0.709300891,0.202340943,29.2537148,-94.8554826,29.25442807,-94.85524023,0.086087438,"[2021, 3]",Not_at_edge,Y,0,13,Y
1083,12230_29.2987698_-94.7821894_0_327.49.jpg,H0KvhRAltTdqs9Uv3RtLQQ,12230,0.340576,27,532,435,0.086457571,-0.713910145,30.90337681,-3.118242783,2.404332638,0.800367716,-0.243482809,29.29876982,-94.7821894,29.29896188,-94.78241997,0.086457571,"[2019, 10]",Not_at_edge,Y,116.3399963,11,Y
11298,6237_29.2987698_-94.7821894_0_327.49.jpg,H0KvhRAltTdqs9Uv3RtLQQ,6237,0.340576,27,532,435,0.086457571,-0.713910145,30.90337681,-3.118242783,2.404332638,0.800367716,-0.243482809,29.2987698,-94.7821894,29.29896186,-94.78241997,0.086457571,"[2019, 10]",Not_at_edge,Y,116.3399963,11,Y
1336,12653_29.29726_-94.8085416_0_237.75.jpg,EVMqj_1qjzvpkC9lTAVI8A,12653,0.261719,344,559,431,0.092515118,-0.386895445,22.7367754,-2.791242388,2.404346943,0.479410563,-0.027555349,29.29726001,-94.80854165,29.29714581,-94.80873605,0.092515118,"[2019, 10]",Not_at_edge,Y,136.6000061,12,Y
11878,7012_29.2951724_-94.8110084_0_313.57.jpg,#NAME?,7012,0.601562,25,482,418,0.092898259,-0.657520398,46.85709868,-3.108450517,2.450930119,0.750418657,-0.245125203,29.2951724,-94.8110084,29.29538073,-94.81142804,0.092898259,"[2021, 4]",Not_at_edge,Y,635.6119995,12,Y
382,10741_29.3083396_-94.7836118_0_253.93.jpg,edff3tvyBemmOiafp9L96g,10741,0.858887,574,660,460,0.094895601,-0.452346214,14.67330506,-2.801400312,2.349054098,0.547241815,0.131810417,29.3083396,-94.7836118,29.30831999,-94.78376117,0.094895601,"[2021, 3]",Not_at_edge,Y,142.5890045,12,Y
10255,4790_29.3083134_-94.7756469_0_179.22.jpg,CVyF_A0MCcJpbp6s2BE1BA,4790,0.748047,547,493,416,0.098482038,-0.497878472,37.53820243,-2.862831275,2.364952803,0.59636051,0.113252381,29.3083134,-94.7756469,29.30797641,-94.77568534,0.098482038,"[2021, 3]",Not_at_edge,Y,0,11,Y
4371,18255_29.2820288_-94.8278514_0_150.52.jpg,6LVVfAAVLegpjhNQL4Smbw,18255,0.839844,715,638,458,0.099092615,-0.413622602,16.58776082,-2.864558443,2.450935841,0.512715216,0.226986462,29.28202879,-94.82785136,29.28188528,-94.82780295,0.099092615,"[2020, 2]",Not_at_edge,Y,109.2819977,11,Y
8252,26023_29.1827781_-94.9731696_0_325.99.jpg,ecSN1pXdmctaRGkYHxCZ-A,26023,0.430176,427,558,442,0.111912891,-0.654605074,25.09061296,-3.045,2.390394926,0.766517965,0.029995951,29.1827781,-94.9731696,29.18296946,-94.97330741,0.111912891,"[2021, 4]",Not_at_edge,Y,0,16,Y
11992,7167_29.2952273_-94.7840826_0_88.23.jpg,ZwKosYllqgW5TBxJ5neaxQ,7167,0.900879,249,668,488,0.11232331,-0.809824472,16.23381987,-3.214164501,2.404340029,0.922147783,-0.093923589,29.2952273,-94.7840826,29.29524553,-94.78391682,0.11232331,"[2019, 10]",Not_at_edge,Y,150.1640015,11,Y
6293,22293_29.2670893_-94.8316783_0_94.54.jpg,pGd28SSdRrETYuPZqrUkZA,22293,0.510742,565,755,517,0.112577758,-0.666448964,12.37372198,-3.177761687,2.511312723,0.779026722,0.126320454,29.2670893,-94.8316783,29.26706651,-94.83155366,0.112577758,"[2021, 4]",Not_at_edge,Y,535.572998,-9999,Nodata
11490,6496_29.297635_-94.7864362_0_314.13.jpg,RDjvGS8y0SfWqt6cnz9cxw,6496,0.384033,415,486,418,0.114260995,-0.688289291,42.79246638,-3.045006878,2.356717587,0.802550287,0.021628165,29.297635,-94.7864362,29.29790975,-94.78674563,0.114260995,"[2019, 8]",Not_at_edge,Y,92.5983963,11,Y
10180,4658_29.3103962_-94.7843317_0_237.55.jpg,riW-992qOsaTlVzv9WXOHA,4658,0.463135,66,748,475,0.114793857,-0.337840688,10.95575762,-2.716616046,2.378775358,0.452634545,-0.218357506,29.3103962,-94.7843317,29.31032636,-94.7844115,0.114793857,"[2021, 3]",Not_at_edge,Y,73.5951996,12,Y
274,10652_29.3101135_-94.7729779_0_89.59.jpg,IcLljEA_ZMVfr1kb9YJW4A,10652,0.671875,516,576,458,0.128469946,-0.914924361,24.76022422,-3.320249535,2.405325174,1.043394307,0.092540205,29.3101135,-94.7729779,29.31009445,-94.77272395,0.128469946,"[2019, 9]",Not_at_edge,Y,302.322998,-9999,Nodata
5598,20402_29.2743034_-94.8377192_0_77.22.jpg,vCvl2FUOVE28Tg4eyDlrZA,20402,0.739746,429,751,478,0.150616442,-0.241937976,10.66168522,-2.73640738,2.494469404,0.392554418,0.031390116,29.2743034,-94.8377192,29.27432172,-94.8376115,0.150616442,"[2020, 3]",Not_at_edge,Y,134.1390076,11,Y
10700,5430_29.3039558_-94.777488_0_357.64.jpg,On7Uuw6znzfAfDFe6eFB6g,5430,0.620605,362,491,418,0.160425972,-0.616672307,39.85643922,-2.975481778,2.358809471,0.777098279,-0.014652557,29.3039558,-94.777488,29.30431482,-94.7775109,0.160425972,"[2019, 1]",Not_at_edge,Y,225.272995,11,Y
5280,19893_29.2769391_-94.8301977_0_125.82.jpg,e4-5dfOwneNAMfteMWbcqQ,19893,0.583008,554,543,422,0.167657702,-0.119199698,24.21360765,-2.684294646,2.565094948,0.2868574,0.118759502,29.2769391,-94.8301977,29.27679116,-94.83001436,0.167657702,"[2020, 3]",Not_at_edge,Y,72.4832993,11,Y
8271,26090_29.1808364_-94.9762842_0_116.01.jpg,WJGjSUjh-vQqCB-fc14BaA,26090,0.568848,311,424,396,0.167896272,-0.625118914,104.0350974,-2.97248787,2.347368956,0.793015185,-0.050894225,29.1808364,-94.9762842,29.18046823,-94.97530035,0.167896272,"[2021, 3]",Not_at_edge,Y,161.5279999,17,Y
8372,26603_29.1815008_-94.9767402_0_39.86.jpg,XH3VVunF9oVzafTSU9P5tQ,26603,0.452881,372,535,457,0.168580015,-0.519181784,37.29903275,-3.955903586,3.436721802,0.687761799,-0.008373217,29.1815008,-94.9767402,29.18176091,-94.9764969,0.168580015,"[2016, 9]",Not_at_edge,Y,650.5460205,15,Y
8,10030_29.3088661_-94.7806172_0_132.17.jpg,pw4ph3r1aOH_udPPrtmtcw,10030,0.31543,706,526,425,0.170753806,-0.449702144,29.52446124,-2.854071021,2.404368877,0.620455951,0.221348252,29.3088661,-94.7806172,29.3086483,-94.78044224,0.170753806,"[2019, 9]",Not_at_edge,Y,122.5650024,12,Y
10210,4711_29.3088661_-94.7806172_0_132.17.jpg,pw4ph3r1aOH_udPPrtmtcw,4711,0.31543,706,526,425,0.170753806,-0.449702144,29.52446124,-2.854071021,2.404368877,0.620455951,0.221348252,29.30886613,-94.78061725,29.30864833,-94.78044229,0.170753806,"[2019, 9]",Not_at_edge,Y,122.5650024,12,Y
2325,14374_29.2923486_-94.7969606_0_253.88.jpg,iQZSzu-tGU1ttjw-hY5uYg,14374,0.254639,285,546,441,0.171034037,-0.652575865,28.03908248,-3.162107601,2.509531736,0.823609902,-0.068623723,29.2923486,-94.7969606,29.29226186,-94.79723168,0.171034037,"[2021, 4]",Not_at_edge,Y,476.7019958,10,Y
3355,16157_29.2873575_-94.8184125_0_194.51.jpg,hW6g-J2RBsmuM0Krpd8BBA,16157,0.3125,457,532,459,0.178536097,-0.600304299,39.9045392,-4.1434161,3.543111801,0.778840397,0.051242186,29.28735749,-94.81841249,29.28701403,-94.81853561,0.178536097,"[2017, 9]",Not_at_edge,Y,154.8150024,11,Y
12570,865_29.2873575_-94.8184125_0_194.51.jpg,hW6g-J2RBsmuM0Krpd8BBA,865,0.3125,457,532,459,0.178536097,-0.600304299,39.9045392,-4.1434161,3.543111801,0.778840397,0.051242186,29.2873575,-94.8184125,29.28701404,-94.81853562,0.178536097,"[2017, 9]",Not_at_edge,Y,154.8150024,11,Y
1824,13416_29.2941152_-94.8107177_0_344.16.jpg,0yQvth57w70wF97utgHHtw,13416,0.325684,142,681,477,0.184198349,-0.504479527,14.462719,-2.965389609,2.460910082,0.688677877,-0.167285591,29.2941152,-94.8107177,29.29423304,-94.81078161,0.184198349,"[2017, 5]",Not_at_edge,Y,166.8930054,11,Y
2581,14791_29.2909565_-94.7903152_0_177.35.jpg,rSpgpSRqHVitWLk69zRt9A,14791,0.363281,345,635,507,0.194973646,-0.682113516,22.736344,-3.980702269,3.298588753,0.877087161,-0.026858126,29.2909565,-94.7903152,29.29075192,-94.79029811,0.194973646,"[2017, 5]",Not_at_edge,Y,140.1759949,10,Y
10088,4435_29.3191833_-94.7706996_0_327.97.jpg,ntiC4eKBHlUHCsObqPv-EA,4435,0.584961,317,537,437,0.202694999,-0.649329303,29.12299245,-3.105911849,2.456582546,0.852024302,-0.046021517,29.3191833,-94.7706996,29.3193994,-94.77087013,0.202694999,"[2021, 4]",Not_at_edge,Y,152.1119995,11,Y
9252,29028_29.1158219_-95.0784794_0_171.69.jpg,EgV7hkgQAcSx4pEbpR_W2g,29028,0.724609,584,481,415,0.207449403,-0.642185873,44.50608711,-3.014232582,2.372046709,0.849635276,0.13866148,29.1158219,-95.0784794,29.11542037,-95.07847648,0.207449403,"[2021, 4]",Not_at_edge,Y,0,16,Y
2247,14137_29.2919625_-94.8152711_0_193.06.jpg,hN7s9SF0_QpgH29jt5bbvA,14137,0.49292,408,422,394,0.211417322,-0.456175577,103.9149582,-2.827497017,2.37132144,0.667592899,0.016745259,29.29196252,-94.81527106,29.29105293,-94.81553014,0.211417322,"[2019, 1]",Not_at_edge,Y,1113.680054,11,Y
5520,20340_29.2745496_-94.8378613_0_34.40.jpg,ew0t2ObpYSfDTQ1NpyWInQ,20340,0.45752,341,565,423,0.220111814,-0.163243675,20.49637071,-2.601826811,2.438583136,0.383355489,-0.029647391,29.2745496,-94.8378613,29.27470521,-94.83774735,0.220111814,"[2020, 3]",Not_at_edge,Y,155.7460022,11,Y
5613,20500_29.2734452_-94.8360579_0_305.23.jpg,p0jzF-qJer9R2BEWCS54AQ,20500,0.532227,228,457,405,0.221052956,-0.404177921,56.27471673,-2.849811094,2.445633173,0.625230877,-0.108082645,29.2734452,-94.8360579,29.27369163,-94.83656418,0.221052956,"[2021, 4]",Not_at_edge,Y,705.2470093,11,Y
3922,17146_29.2846297_-94.8036233_0_327.93.jpg,zK_dZee3lY7PMFtCSrkqWg,17146,0.358154,164,569,448,0.224832735,-0.709926415,24.32470632,-3.120491076,2.410564661,0.93475915,-0.152323255,29.2846297,-94.8036233,29.28479583,-94.80378686,0.224832735,"[2020, 3]",Not_at_edge,Y,0,10,Y
10205,4659_29.3103055_-94.7842992_0_282.41.jpg,avmz__pDz9giwpVNi0TpqQ,4659,0.682617,446,722,466,0.23040977,-0.229145173,11.37490795,-2.680239085,2.451093912,0.459554943,0.043583793,29.3103055,-94.7842992,29.3103319,-94.78441235,0.23040977,"[2021, 3]",Not_at_edge,Y,73.5951996,12,Y
4213,17923_29.2818546_-94.8687731_0_257.88.jpg,VTcIJZAjGeWKqJTaMFKqFA,17923,0.646484,293,671,447,0.231802692,-0.149832516,13.01310782,-2.600938587,2.451106071,0.381635208,-0.062718494,29.2818546,-94.8687731,29.2818228,-94.86890201,0.231802692,"[2020, 2]",Not_at_edge,Y,208.2570038,12,Y
6093,21812_29.2628582_-94.8676226_0_78.95.jpg,yvQQsX_SWqQz_scqiEFTTA,21812,0.884277,215,539,430,0.23298942,-0.449683445,26.87385119,-2.905315655,2.45563221,0.682672865,-0.117039288,29.2628582,-94.8676226,29.26293214,-94.86735927,0.23298942,"[2021, 3]",Not_at_edge,Y,219.9649963,11,Y
8453,27021_29.1461965_-95.0443121_0_292.77.jpg,qmV22Jwu7EhAl0lN46bwJg,27021,0.355957,381,588,471,0.235711634,-0.124114331,25.07938102,-3.569992121,3.44587779,0.359825966,-0.002093216,29.1461965,-95.0443121,29.14628364,-95.04454997,0.235711634,"[2016, 10]",Not_at_edge,Y,245.3249969,12,Y
4061,17684_29.28295_-94.8207591_0_358.43.jpg,g2jNMnbNyQneGADkXu1KOw,17684,0.492432,696,526,433,0.237882584,-0.585609883,32.36245464,-3.133254975,2.547645092,0.823492468,0.214363754,29.28294996,-94.8207591,29.28323685,-94.8206972,0.237882584,"[2021, 4]",Not_at_edge,Y,155.6040039,10,Y
4909,19186_29.2788399_-94.8376807_0_94.70.jpg,0YscU7KynnPjucYJK8-b-g,19186,0.498535,101,630,428,0.244187477,-0.079852446,14.75218778,-2.484475239,2.404622793,0.324039923,-0.194628966,29.2788399,-94.8376807,29.27885485,-94.83752985,0.244187477,"[2019, 10]",Not_at_edge,Y,130.2850037,11,Y
8996,2837_29.2604746_-94.8450063_0_64.37.jpg,2oE9fOhk5KixKkxbj9XaEA,2837,0.264648,669,549,439,0.252677882,-0.493249843,26.96528783,-3.063453386,2.570203543,0.745927725,0.196307511,29.2604746,-94.8450063,29.26053503,-94.84473756,0.252677882,"[2021, 4]",Not_at_edge,Y,292.5820007,10,Y
6302,22312_29.2656309_-94.8698291_0_275.44.jpg,SEWQbPpYhL_Wel3JDkfK6g,22312,0.288086,517,499,413,0.260693995,-0.255777205,33.58510749,-2.706669653,2.450892448,0.5164712,0.093231942,29.2656309,-94.8698291,29.26568758,-94.87016857,0.260693995,"[2021, 3]",Not_at_edge,Y,0,11,Y
5906,21055_29.2697338_-94.8399536_0_320.16.jpg,MYcwZHhro61yrX3H-Pao5g,21055,0.369141,332,542,431,0.273343887,-0.384749374,26.22637607,-2.88955923,2.504809856,0.658093261,-0.036268697,29.2697338,-94.8399536,29.26990986,-94.84013389,0.273343887,"[2020, 3]",Not_at_edge,Y,179.8619995,10,Y
7062,2399_29.2697338_-94.8399536_0_320.16.jpg,MYcwZHhro61yrX3H-Pao5g,2399,0.369141,332,542,431,0.273343887,-0.384749374,26.22637607,-2.88955923,2.504809856,0.658093261,-0.036268697,29.26973378,-94.83995356,29.26990984,-94.84013385,0.273343887,"[2020, 3]",Not_at_edge,Y,179.8619995,10,Y
5471,20234_29.2751416_-94.8272258_0_304.81.jpg,eqJhBBmaco079RATB6GfXA,20234,0.820312,46,530,418,0.276194207,-0.171322773,26.6857206,-2.646260689,2.474937916,0.447516979,-0.231287831,29.2751416,-94.8272258,29.27523007,-94.82748119,0.276194207,"[2020, 3]",Not_at_edge,Y,165.7810059,11,Y
1872,13505_29.2939843_-94.8061923_0_43.17.jpg,dlHF87xypeG7_gD9NDWz2g,13505,0.29834,213,514,420,0.277577354,-0.432568907,31.50235323,-2.837631344,2.405062437,0.710146261,-0.118415515,29.2939843,-94.8061923,29.2942131,-94.80599997,0.277577354,"[2017, 5]",Not_at_edge,Y,183.3880005,11,Y
12568,8657_29.2881678_-94.7972222_0_148.05.jpg,cVdewMXKtK5M2DnC_AyXrA,8657,0.648926,572,496,423,0.278678414,-0.615412941,40.19360886,-3.142320385,2.526907444,0.894091356,0.130438794,29.2881678,-94.7972222,29.28783776,-94.79705082,0.278678414,"[2021, 4]",Not_at_edge,Y,60.2148018,-9999,Nodata
5663,20572_29.2732512_-94.8420789_0_227.62.jpg,zMR86HeoOlCqEchdKRoFrQ,20572,0.386475,572,523,406,0.287269809,-0.043931741,25.07915667,-2.411710996,2.367779255,0.33120155,0.130781746,29.27325118,-94.84207887,29.27312177,-94.84229056,0.287269809,"[2019, 9]",Not_at_edge,Y,150.9149933,11,Y
6250,2213_29.2739168_-94.8205495_0_88.67.jpg,wKuDrnaNt8HyYUczGusKjQ,2213,0.261963,312,533,437,0.293712989,-0.720016704,30.34142039,-3.17186688,2.451850176,1.013729693,-0.04950226,29.2739168,-94.8205495,29.27393669,-94.82023811,0.293712989,"[2021, 4]",Not_at_edge,Y,0,-9999,Nodata
10730,5460_29.3039826_-94.7993512_0_193.34.jpg,GF1kuc8N3iChYY62uxsVOA,5460,0.734863,180,611,427,0.294194851,-0.111073036,15.96954476,-2.515434046,2.40436101,0.405267886,-0.14105611,29.3039826,-94.7993512,29.30383913,-94.79936626,0.294194851,"[2019, 10]",Not_at_edge,Y,293.269989,12,Y
8774,27810_29.1404389_-95.0415909_0_353.16.jpg,oF5eiQ-qmWMu9shB5YbWeg,27810,0.452637,274,491,416,0.294380741,-0.461306054,38.90252632,-2.896138627,2.434832573,0.755686795,-0.076259148,29.1404389,-95.0415909,29.14078319,-95.04166862,0.294380741,"[2021, 4]",Not_at_edge,Y,182.4019928,15,Y
5705,20653_29.2725566_-94.8417147_0_61.88.jpg,nkPsN2Xp2g2DOnPUFd9tTQ,20653,0.554199,322,590,420,0.298192295,-0.053082993,17.02884648,-2.457368901,2.404285908,0.351275288,-0.04323558,29.2725566,-94.8417147,29.2726348,-94.84156387,0.298192295,"[2019, 9]",Not_at_edge,Y,138.927002,11,Y
5773,20784_29.2714431_-94.8770206_0_216.08.jpg,kVkDlb1BfjUX1SElVmGYwg,20784,0.888184,315,474,399,0.308026812,-0.011885529,38.83310498,-2.463057881,2.451172352,0.319912341,-0.047413953,29.2714431,-94.8770206,29.27115049,-94.87724035,0.308026812,"[2020, 2]",Not_at_edge,Y,145.3899994,13,Y
5481,20259_29.2750235_-94.8275134_0_4.66.jpg,klNhA6WJrBlFcJTLSlLiYw,20259,0.916992,635,521,412,0.316670854,-0.100154939,27.09627058,-2.55147058,2.451315641,0.416825793,0.173385304,29.2750235,-94.8275134,29.27526007,-94.82744314,0.316670854,"[2020, 3]",Not_at_edge,Y,165.7810059,11,Y
5299,19928_29.2766097_-94.8414388_0_230.90.jpg,JewolDqiNfSjxeYkkFpOsw,19928,0.632812,580,588,420,0.318368788,-0.022778048,17.37613699,-2.462426199,2.439648151,0.341146837,0.136607138,29.2766097,-94.8414388,29.27652832,-94.84159163,0.318368788,"[2020, 3]",Not_at_edge,Y,67.5113983,11,Y
