,FID,FID_1,OBJECTID,Parcel_ID,area_m2,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,image_date,edge,is_lowest_,SFHA_TF,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,construction_index_2015,construction_index_1998,rsmeans_construction_index_2015,rsmeans_construction_index_2021,ENR_BCI_index_2015,ENR_BCI_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998,cost_2015,cost_2021_RSMeans,cost_2021_ENR_BCI,cost_2021_PCI_Family_house,is_residential
49,49,264,400526,3510-0044-0001-001,654.9260254,29534_29.2958774_-94.788033_0_58.83.jpg,d4GfXFSxC2_nHYM0fBtbLg,29534,0.453613,152,493,320,3.783958018,1.121071637,16.93636215,-1.283334672,2.404406309,2.662886381,-0.160153461,29.2958774,-94.788033,29.29597632,-94.78790015,2019,Not_at_edge,Y,T,11,N,654.9260254,7049.565067,3.783958018,12.41456043,11,N,0,-1.414560427,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
50,50,184,400446,3505-0366-0009-002,479.2080078,4806_29.3077573_-94.7740565_0_358.16.jpg,5NhVZt9GRgBHjUuKHXTq_A,4806,0.266846,263,563,280,4.821262925,1.115861504,10.35273098,-1.288544805,2.404406309,3.705401421,-0.083885675,29.3077573,-94.7740565,29.30785007,-94.77406883,2019,Not_at_edge,Y,F,-9999,NoData,479.2080078,5158.152067,4.821262925,15.81779175,-9999,N,0,-10014.81779,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
51,51,84,400346,5965-0000-0014-001,567.210022,85_29.2902636_-94.8592057_0_164.78.jpg,6oltSxmqAKTOOto61F-irw,85,0.258057,469,521,349,3.234168561,0.714156659,16.94410154,-1.628718822,2.342875481,2.520011902,0.059589861,29.2902636,-94.8592057,29.29011396,-94.85917002,2019,Not_at_edge,Y,T,13,Y,567.210022,6105.397864,3.234168561,10.61078924,13,Y,2.389210758,2.389210758,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,105573.9786,192560.5129,220060.6696,202290.495,220816.2345,Y
53,53,445,402330,7205-0000-0008-009,212.3789978,445_29.2910852_-94.8344904_0_245.32.jpg,80syG2z9poBkhQnIwmZpbA,445,0.838867,223,354,223,4.477355043,2.888881485,22.51927927,0.468461077,2.420420408,1.588473558,-0.111873979,29.2910852,-94.8344904,29.29098029,-94.83468887,2021,Not_at_edge,Y,T,13,N,212.3789978,2286.028507,4.477355043,14.68948505,13,N,0,-1.689485049,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
54,54,447,402332,2965-0007-0018-000,131.8769989,447_29.29089_-94.8230172_0_312.36.jpg,u383VH6beGVybe9QfVJG8w,447,0.926758,108,498,341,3.217093067,1.027075128,18.87050947,-1.486942454,2.514017582,2.190017939,-0.19025905,29.29089005,-94.82301717,29.2909789,-94.82318284,2019,Not_at_edge,Y,T,11,Y,131.8769989,1419.512202,3.217093067,10.55476728,11,Y,0.44523272,0.44523272,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,24131.70744,44014.76598,50300.64953,46238.8091,50473.35375,Y
55,55,456,402341,7791-0016-0007-000,195.1439972,458_29.2910686_-94.8205294_0_135.06.jpg,kryaU48RhNB3SDZ3Mwr8Ig,458,0.787598,235,515,351,2.840262153,0.819832303,17.94407396,-1.631469987,2.45130229,2.02042985,-0.10359743,29.2910686,-94.8205294,29.29096645,-94.82038613,2020,Not_at_edge,Y,T,11,Y,195.1439972,2100.512504,2.840262153,9.318445384,11,Y,1.681554616,1.681554616,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,35708.71257,65130.5189,74432.00781,68421.52997,74687.56557,Y
56,56,464,402351,2965-0018-0010-000,106.6529999,465_29.2909175_-94.8229182_0_161.31.jpg,EIEz462THDhmapS_u9dTVw,465,0.439209,337,496,313,3.29883169,1.153443325,15.90569573,-1.242407095,2.39585042,2.145388365,-0.03243566,29.2909175,-94.8229182,29.29078313,-94.82286074,2019,Not_at_edge,Y,T,11,Y,106.6529999,1148.003337,3.29883169,10.82293862,11,Y,0.177061385,0.177061385,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,19516.05672,35596.09993,40679.688,37394.75225,40819.35923,Y
57,57,484,402374,2965-0018-0016-000,121.7509995,486_29.2900222_-94.8227697_0_358.37.jpg,5mTySevlTa-A84k8Z-LRCA,486,0.912109,411,547,360,3.722111224,1.712776183,15.56010066,-1.769465686,3.482241869,2.009335041,0.019186559,29.2900222,-94.8227697,29.29016258,-94.82277118,2017,Not_at_edge,Y,T,11,N,121.7509995,1310.516852,3.722111224,12.211651,11,N,0,-1.211650997,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
58,58,485,402375,2965-0018-0017-000,61.9662018,485_29.2900497_-94.8226643_0_329.08.jpg,pq0JXRPdBXc_mre05BYEyQ,485,0.881836,209,505,365,3.700526137,1.673323054,20.93350033,-1.768994909,3.442317963,2.027203083,-0.121167142,29.2900497,-94.8226643,29.2901988,-94.82279653,2017,Not_at_edge,Y,T,11,N,61.9662018,666.998645,3.700526137,12.14083378,11,N,0,-1.140833783,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
59,59,491,402381,2965-0018-0017-000,68.0049973,491_29.2899693_-94.8229715_0_13.91.jpg,9K4vawkitCEI9vXzvwk_hw,491,0.79541,501,522,340,3.998347207,1.98961465,16.03785428,-1.539231852,3.528846502,2.008732557,0.08146024,29.2899693,-94.8229715,29.29010645,-94.82291892,2017,Not_at_edge,Y,T,11,N,68.0049973,731.9996988,3.998347207,13.11793703,11,N,0,-2.117937031,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
60,60,512,402405,2965-0019-0017-000,226.9629974,505_29.2897265_-94.8238052_0_314.74.jpg,OSCkeG-5KPPy5PJp_GX4yQ,505,0.878906,74,487,375,2.627932869,0.582890354,26.33692925,-1.868321575,2.451211929,2.045042515,-0.212364288,29.2897265,-94.8238052,29.28985442,-94.82403362,2020,Not_at_edge,Y,T,11,Y,226.9629974,2443.009372,2.627932869,8.621826998,11,Y,2.378173002,2.378173002,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,42224.06946,77014.13342,88012.75772,80905.61732,88314.94416,Y
61,61,516,402409,2965-0019-0021-000,213.7709961,514_29.2896487_-94.8241035_0_311.49.jpg,xDWh2wE1lLmvnzdE-yrSPw,514,0.723145,318,488,368,2.7860744,0.69186759,24.26871002,-1.759337664,2.451205254,2.09420681,-0.045672845,29.2896487,-94.8241035,29.28978611,-94.82429795,2020,Not_at_edge,Y,T,11,Y,213.7709961,2301.011852,2.7860744,9.140664042,11,Y,1.859335958,1.859335958,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,39117.20148,71347.39527,81536.73533,74952.54185,81816.68674,Y
62,62,520,402413,2965-0021-0011-000,221.529007,521_29.2898167_-94.8259219_0_238.83.jpg,sFl7qSCEIe00CHsm4TeArg,521,0.88916,612,391,282,4.333791828,2.291457271,26.78289946,-0.147634173,2.439091444,2.042334557,0.158453006,29.2898167,-94.8259219,29.28972582,-94.8261773,2021,Not_at_edge,Y,T,11,N,221.529007,2384.518386,4.333791828,14.21847713,11,N,0,-3.218477126,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
63,63,522,402415,2965-0021-0009-000,124.0250015,524_29.2899643_-94.8265148_0_133.63.jpg,_f5BhlH34jxIAezH7WEOmA,524,0.893066,253,487,309,3.309822415,1.23691902,16.41147728,-1.186065103,2.422984123,2.072903395,-0.090810475,29.2899643,-94.8265148,29.28987228,-94.82638248,2020,Not_at_edge,Y,T,11,Y,124.0250015,1334.994006,3.309822415,10.85899742,11,Y,0.141002575,0.141002575,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,22694.89809,41394.11317,47305.73327,43485.73607,47468.15462,Y
64,64,530,402423,5580-0000-0065-000,170.9409943,531_29.290027_-94.8209751_0_147.94.jpg,sZ4AW-mBXC31uni3qloCKw,531,0.939453,667,615,384,3.563820058,1.410826379,12.83804455,-2.030003375,3.440829754,2.152993679,0.195300518,29.290027,-94.8209751,29.28991877,-94.82092803,2013,Not_at_edge,Y,T,11,N,170.9409943,1839.993549,3.563820058,11.69232302,11,N,0,-0.692323025,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
65,65,532,402425,2965-0020-0014-000,262.1740112,533_29.2894446_-94.824879_0_343.89.jpg,E7wAiCPMjA1fAaiWxdLyyQ,533,0.920898,287,497,323,3.231935539,1.086370029,16.75748637,-1.329998455,2.416368484,2.14556551,-0.067234673,29.2894446,-94.824879,29.2895867,-94.82493788,2020,Not_at_edge,Y,T,11,Y,262.1740112,2822.01757,3.231935539,10.60346305,11,Y,0.396536946,0.396536946,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,47974.29869,87502.20164,99998.65908,91923.64214,100341.9984,Y
66,66,533,402426,2965-0020-0013-001,82.6839981,534_29.2896499_-94.8246477_0_283.37.jpg,MEchwwcmnnpc7rbG3kVodA,534,0.881836,321,573,366,3.623780268,1.59412505,13.99988994,-1.854326707,3.448451757,2.029655218,-0.043583793,29.2896499,-94.8246477,29.28967373,-94.8247892,2016,Not_at_edge,Y,T,11,N,82.6839981,890.0031484,3.623780268,11.88904287,11,N,0,-0.889042874,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
67,67,538,402432,5580-0000-0069-000,209.6829987,543_29.2894459_-94.8204353_0_12.47.jpg,_4YqPbtbZh2iO1Ow1xY5nw,543,0.378662,727,521,397,3.384044949,1.09009916,24.12402677,-2.259191926,3.349291086,2.293945789,0.234921076,29.2894459,-94.8204353,29.28964164,-94.82032674,2013,Not_at_edge,Y,T,11,N,209.6829987,2257.009014,3.384044949,11.10250968,11,N,0,-0.102509675,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
68,68,547,402441,2965-0020-0018-002,157.1000061,547_29.2893986_-94.8250647_0_313.93.jpg,wvNExHQnyc8sBb6t_0yVKw,547,0.293457,84,489,344,3.230090648,1.034365445,20.49840505,-1.470003337,2.504368782,2.195725203,-0.206355491,29.2893986,-94.8250647,29.28949689,-94.8252434,2020,Not_at_edge,Y,T,11,Y,157.1000061,1691.010392,3.230090648,10.59741026,11,Y,0.402589738,0.402589738,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,28747.17667,52433.10101,59921.23277,55082.51819,60126.96868,Y
69,69,557,402456,2965-0030-0009-000,65.4964981,541_29.2897265_-94.8238052_0_164.74.jpg,OSCkeG-5KPPy5PJp_GX4yQ,541,0.871094,427,463,380,2.539632577,0.494590062,35.06644919,-1.956621867,2.451211929,2.045042515,0.029995951,29.28972653,-94.82380523,29.28941896,-94.82372073,2020,Not_at_edge,Y,T,11,Y,65.4964981,704.9984382,2.539632577,8.332127877,11,Y,2.667872123,2.667872123,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,12338.11005,22503.96198,25717.82172,23641.07541,25806.12229,Y
71,71,238,400500,3505-0139-0003-000,489.9710083,5906_29.3010938_-94.7878106_0_177.93.jpg,2dw3tT8fPau-AEfaAc0S4A,5906,0.388184,552,495,418,2.11928447,-0.425134819,37.55464719,-2.914879482,2.489744663,2.544419289,0.117039288,29.3010938,-94.7878106,29.30075609,-94.78784184,2021,Not_at_edge,Y,T,11,Y,489.9710083,5274.00404,2.11928447,6.953033038,11,Y,4.046966962,4.046966962,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,97754.8527,178298.9031,203762.3156,187308.2534,204461.9211,Y
73,73,550,402444,5580-0000-0060-000,173.6369934,551_29.2897932_-94.8219007_0_193.17.jpg,1ZuiWNIy-LzjjpxfZfOP_Q,551,0.51416,560,567,371,3.68887411,1.54421626,14.87915554,-1.896041051,3.440257311,2.14465785,0.122542002,29.2897932,-94.8219007,29.28966721,-94.82195355,2013,Not_at_edge,Y,T,11,N,173.6369934,1869.013042,3.68887411,12.10260535,11,N,0,-1.102605348,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
74,74,552,402451,2965-0022-0008-000,118.5910034,553_29.289673_-94.8276366_0_178.62.jpg,sPqSLWsPZCHRgTrHY9e8aA,553,0.890137,170,385,219,4.524162308,2.419754759,17.71875023,-0.024456247,2.444211006,2.104407549,-0.147889379,29.289673,-94.8276366,29.2895155,-94.82760539,2020,Not_at_edge,Y,T,11,N,118.5910034,1276.502937,4.524162308,14.84305219,11,N,0,-3.843052192,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
75,75,555,402454,2965-0022-0003-000,148.7839966,556_29.2895897_-94.8279393_0_190.53.jpg,bj7WnCX_slfP-FFfl916HQ,556,0.816406,149,526,358,2.930520748,0.839444136,17.5470119,-1.71583488,2.555279016,2.091076612,-0.162193295,29.2895897,-94.8279393,29.28943143,-94.8279432,2020,Not_at_edge,Y,T,11,Y,148.7839966,1601.497611,2.930520748,9.614569383,11,Y,1.385430617,1.385430617,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,27225.45938,49657.58128,56749.33257,52166.7529,56944.17795,Y
76,76,561,402461,2965-0021-0013-001,198.5339966,563_29.2895567_-94.8258347_0_268.40.jpg,HP5QWcmqAkV1VqM84ge0wA,563,0.87207,304,498,338,3.067087137,1.017049038,18.21053641,-1.446377314,2.463426352,2.050038099,-0.055417257,29.2895567,-94.8258347,29.28954302,-94.82602147,2021,Not_at_edge,Y,T,11,Y,198.5339966,2137.002154,3.067087137,10.06262184,11,Y,0.937378159,0.937378159,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,36329.03662,66261.95222,75725.02458,69610.13402,75985.02184,Y
77,77,563,402463,2965-0021-0017-000,97.8271027,565_29.2891218_-94.8261032_0_315.35.jpg,97gumT1srQs8YKZ3Uq2O3Q,565,0.917969,529,425,300,3.810653709,1.817631148,23.20771865,-0.676662542,2.49429369,1.993022561,0.101180855,29.2891218,-94.8261032,29.28928486,-94.82625303,2020,Not_at_edge,Y,T,11,N,97.8271027,1053.00217,3.810653709,12.50214471,11,N,0,-1.502144715,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
78,78,567,402467,2965-0031-0015-000,124.8619995,567_29.2891393_-94.8224437_0_11.41.jpg,dH1H3ZiUXILq9tnlsAas0w,567,0.938477,197,518,359,3.025919553,0.742176171,18.45039131,-1.710822944,2.452999115,2.283743382,-0.129066677,29.2891393,-94.8224437,29.28930535,-94.8224304,2020,Not_at_edge,Y,T,11,Y,124.8619995,1344.003377,3.025919553,9.927557589,11,Y,1.072442411,1.072442411,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,22848.05741,41673.46644,47624.98183,43779.20491,47788.49931,Y
79,79,570,402470,2965-0030-0008-000,104.4710007,571_29.2897022_-94.8239053_0_178.61.jpg,XCtUtP2lJhbQ-TOTcqbk9g,571,0.927246,196,571,320,2.968600426,0.893975649,11.68872462,-1.520476665,2.414452314,2.074624777,-0.129752797,29.28970224,-94.82390527,29.28959803,-94.82388682,2020,Not_at_edge,Y,T,11,Y,104.4710007,1124.516493,2.968600426,9.73950271,11,Y,1.26049729,1.26049729,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,19116.78038,34867.84417,39847.4278,36629.69811,39984.24152,Y
80,80,571,402471,2965-0030-0006-000,171.6849976,572_29.2896765_-94.8240046_0_177.81.jpg,Us-yYbYjpc1TdETj5UFKjA,572,0.930664,186,542,373,2.617773381,0.541241256,17.37777676,-1.909880074,2.45112133,2.076532125,-0.137291873,29.2896765,-94.8240046,29.28952213,-94.82397337,2020,Not_at_edge,Y,T,11,Y,171.6849976,1848.001934,2.617773381,8.588495344,11,Y,2.411504656,2.411504656,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,31986.37893,58341.20884,66673.09557,61289.15962,66902.01359,Y
81,81,574,402474,2965-0030-0003-000,113.0630035,575_29.289586_-94.8243034_0_174.32.jpg,K6IzNNaDSfQ_ep8PIPGkaw,575,0.913574,112,567,334,2.970155504,0.856849935,12.70797851,-1.594381545,2.45123148,2.113305569,-0.187229756,29.289586,-94.8243034,29.28947602,-94.82426646,2020,Not_at_edge,Y,T,11,Y,113.0630035,1217.000041,2.970155504,9.744604672,11,Y,1.255395328,1.255395328,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,20689.0007,37735.47838,43124.59763,39642.23237,43272.66331,Y
82,82,580,402482,2965-0029-0005-000,101.310997,581_29.2893736_-94.8251647_0_178.44.jpg,C4AZVnBBxJG_D5jn5fCXeQ,581,0.912598,367,485,292,3.565711853,1.378353712,15.07468332,-1.072846058,2.45119977,2.187358141,-0.011861554,29.28937356,-94.82516469,29.28923766,-94.82515863,2020,Not_at_edge,Y,T,11,N,101.310997,1090.502496,3.565711853,11.6985297,11,N,0,-0.698529701,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
83,83,585,402489,2965-0022-0013-000,134.8970032,586_29.2888822_-94.8271053_0_343.44.jpg,T-PVSIiPIyoGBs4mDIAAqg,586,0.910645,188,582,367,3.345341937,1.406180756,13.65652123,-1.869491441,3.275672197,1.939161181,-0.135579794,29.2888822,-94.8271053,29.28899447,-94.8271632,2017,Not_at_edge,Y,T,11,Y,134.8970032,1452.019258,3.345341937,10.97553129,11,Y,0.024468711,0.024468711,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,24684.32738,45022.71114,51452.54243,47297.6852,51629.2016,Y
84,84,592,402497,2965-0023-0003-000,168.897995,592_29.2892767_-94.829138_0_161.96.jpg,ZtsPPXCu_JpBizUbMYo-jQ,592,0.264648,622,549,382,3.495397239,1.437391429,17.65899682,-2.005690188,3.443081617,2.05800581,0.164570772,29.2892767,-94.829138,29.28911918,-94.82911079,2013,Not_at_edge,Y,T,11,N,168.897995,1818.002888,3.495397239,11.46783871,11,N,0,-0.467838711,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
85,85,599,402505,2355-0000-0075-000,252.7440033,600_29.2888508_-94.8181628_0_4.64.jpg,YwSfGuJ04rvMmDGO2tO_WA,600,0.273438,96,513,359,3.01849634,0.737571781,19.2673359,-1.713631565,2.451203346,2.280924559,-0.197984937,29.2888508,-94.8181628,29.28902344,-94.81818595,2020,Not_at_edge,Y,T,11,Y,252.7440033,2720.51381,3.01849634,9.903203215,11,Y,1.096796785,1.096796785,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,46248.73477,84354.87804,96401.85656,88617.28593,96732.84646,Y
86,86,605,402511,2965-0022-0023-003,138.6119995,605_29.2889929_-94.8281188_0_74.47.jpg,q2yTcLMCERTNNyY4MBdHFg,605,0.706055,408,534,369,2.513060882,0.627541735,17.63422716,-1.845457122,2.472998857,1.885519147,0.017442795,29.2889929,-94.8281188,29.28903282,-94.82794312,2020,Not_at_edge,Y,T,11,Y,138.6119995,1492.007145,2.513060882,8.2449504,11,Y,2.7550496,2.7550496,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,26209.02602,47803.66867,54630.65702,50219.16306,54818.22806,Y
87,87,615,402521,2965-0030-0023-000,178.6549988,616_29.2888578_-94.8243955_0_58.64.jpg,n48cVDGglyHKCU0GeMPT2A,616,0.946289,647,522,356,2.973587455,0.771440448,17.81911271,-1.687593756,2.459034204,2.202147007,0.181835264,29.2888578,-94.8243955,29.28891526,-94.82422423,2020,Not_at_edge,Y,T,11,Y,178.6549988,1923.026403,2.973587455,9.755864354,11,Y,1.244135646,1.244135646,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,32691.44884,59627.21346,68142.75846,62640.14538,68376.72247,Y
88,88,616,402522,2965-0030-0022-000,80.3150024,617_29.2887291_-94.8240057_0_342.23.jpg,Xej7jKsb9A_cPSnLd2q_lQ,617,0.888672,424,428,205,5.20421382,2.979099951,13.05109586,-0.40963892,3.388738871,2.225113869,0.028601134,29.2887291,-94.8240057,29.28884221,-94.82404302,2013,Not_at_edge,Y,T,11,N,80.3150024,864.503491,5.20421382,17.07419232,11,N,0,-6.074192323,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
89,89,620,402526,5580-0000-0088-000,152.8730011,620_29.2887432_-94.8203697_0_315.06.jpg,LDWuGnm3nJnSYfd_8-G-8A,620,0.460938,395,566,481,0.42721801,-1.942143629,34.22701334,-4.346597622,2.404453993,2.369361639,0.007675522,29.2887432,-94.8203697,29.28896345,-94.8206166,2019,Not_at_edge,Y,T,11,Y,152.8730011,1645.511289,0.42721801,1.401633891,11,Y,9.598366109,9.598366109,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,30603.82139,55819.50801,63791.26293,58640.03857,64010.28634,Y
90,90,623,402529,2965-0024-0001-000,128.7169952,625_29.2886609_-94.8305158_0_40.94.jpg,NFJOcr3C6ltFiwlTx6Kl2Q,625,0.936523,343,495,353,2.672202831,0.84999395,20.49574599,-1.601121658,2.451115608,1.822208881,-0.028601134,29.2886609,-94.8305158,29.28880399,-94.8303822,2021,Not_at_edge,Y,T,11,Y,128.7169952,1385.498205,2.672202831,8.767069656,11,Y,2.232930344,2.232930344,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,23795.51292,43401.56765,49599.87846,45594.62617,49770.17663,Y
91,91,625,402531,2965-0042-0008-000,92.1611023,626_29.2891393_-94.8224437_0_176.41.jpg,dH1H3ZiUXILq9tnlsAas0w,626,0.883301,446,518,348,3.124684752,0.84094137,17.12953008,-1.612057745,2.452999115,2.283743382,0.043931995,29.28913931,-94.82244375,29.2889848,-94.82244045,2020,Not_at_edge,Y,T,11,Y,92.1611023,992.0138491,3.124684752,10.25159039,11,Y,0.748409606,0.748409606,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,16864.23543,30759.33927,35152.17472,32313.5926,35272.86757,Y
92,92,633,402539,2965-0023-0017-000,122.5400009,634_29.2885148_-94.8284335_0_313.28.jpg,J1UoqxdAZtLJi7BVyGPsag,634,0.920898,599,565,378,3.512653979,1.485640677,15.73133673,-1.975717155,3.461357832,2.027013302,0.148913107,29.2885148,-94.8284335,29.28862635,-94.82853359,2017,Not_at_edge,Y,T,11,N,122.5400009,1319.009592,3.512653979,11.52445531,11,N,0,-0.524455312,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
93,93,643,402550,2965-0023-0020-000,180.5579987,644_29.2884394_-94.8287285_0_328.45.jpg,nMufLSJZGQET4co_kx6WmA,644,0.907227,577,581,411,3.026027863,0.99062175,17.26828924,-2.364350136,3.354971886,2.035406113,0.134209554,29.2884394,-94.8287285,29.28858188,-94.82880039,2017,Not_at_edge,Y,T,11,Y,180.5579987,1943.510123,3.026027863,9.927912936,11,Y,1.072087064,1.072087064,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,33039.67209,60262.35147,68868.60248,63307.37659,69105.05863,Y
94,94,661,402568,2965-0024-0013-002,69.7703018,638_29.2886446_-94.8292565_0_237.87.jpg,E_7PQBWBLND1aRrtz1ISjA,638,0.926758,261,600,428,2.7873551,0.824019705,16.97620947,-2.54930612,3.373325825,1.963335395,-0.085617524,29.2886446,-94.8292565,29.28855235,-94.82939597,2013,Not_at_edge,Y,T,11,Y,69.7703018,751.0012783,2.7873551,9.144865814,11,Y,1.855134186,1.855134186,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,12767.02173,23286.27078,26611.85444,24462.91387,26703.22462,Y
95,95,663,402570,2965-0024-0015-000,90.3022995,663_29.2882748_-94.8293948_0_314.24.jpg,zN3-AtBQJt3A191inPJvbw,663,0.442871,413,504,354,3.720617978,1.696375577,19.39902023,-1.624004157,3.320379734,2.024242401,0.020930206,29.2882748,-94.8293948,29.2883995,-94.82953488,2017,Not_at_edge,Y,T,11,N,90.3022995,972.0058622,3.720617978,12.2067519,11,N,0,-1.206751896,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
96,96,669,402576,2965-0027-0008-000,192.1710052,670_29.2888302_-94.8273063_0_163.72.jpg,Y1dZUIiqYgbwIJUD3_VKCA,670,0.934082,379,557,383,3.391035171,1.406921597,16.71972626,-2.03,3.436921597,1.984113574,-0.003488684,29.2888302,-94.8273063,29.28868555,-94.82725749,2017,Not_at_edge,Y,T,11,N,192.1710052,2068.511485,3.391035171,11.12544347,11,N,0,-0.125443474,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
97,97,670,402577,2965-0027-0007-000,99.9638977,672_29.288777_-94.8275061_0_132.71.jpg,71vRf_8UB9n9xNKTTP0ckA,672,0.790039,351,480,356,3.779295025,1.784520922,23.27952692,-1.575282993,3.359803915,1.994774103,-0.022325568,29.28877703,-94.82750606,29.28863805,-94.82732643,2017,Not_at_edge,Y,T,11,N,99.9638977,1076.00244,3.779295025,12.39926189,11,N,0,-1.399261893,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
98,98,672,402579,2965-0028-0013-002,377.7470093,673_29.2885081_-94.8254813_0_253.21.jpg,CxoI9YEX6TwCaLY1l5URtg,673,0.854004,87,611,413,2.207057994,0.029648107,15.00313221,-2.327328402,2.356976509,2.177409887,-0.20368021,29.2885081,-94.8254813,29.2884436,-94.82561705,2021,Not_at_edge,Y,T,11,Y,377.7470093,4066.034968,2.207057994,7.241003917,11,Y,3.758996083,3.758996083,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,74486.69915,135859.2068,155261.6763,142724.1015,155794.7578,Y
99,99,673,402580,2965-0028-0015-000,149.6679993,675_29.2882505_-94.8258243_0_13.15.jpg,CnRypwdwYd3uB8Ls1alcTw,675,0.936035,287,516,366,3.658596791,1.632503546,19.43914681,-1.786404573,3.418908119,2.026093245,-0.06758196,29.2882505,-94.8258243,29.28842359,-94.82579205,2013,Not_at_edge,Y,T,11,N,149.6679993,1611.012937,3.658596791,12.00327031,11,N,0,-1.003270312,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
