FID,FID_1,OBJECTID,Parcel_ID,area_m2,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,image_date,edge,is_lowest_,SFHA_TF,STATIC_BFE,Under_fld
1613,5338,407257,3505-0504-0007-000,385.6409912,5339_29.3049279_-94.7949085_0_223.43.jpg,KUSswRCxAIXje8MOuGFWsQ,5339,0.263428000000000,47,714,417,2.377020698000000,1.163077455000000,10.095697970000000,-2.263173718000000,3.426251173000000,1.213943243000000,-0.230626602000000,29.304927899999999,-94.794908500000005,29.304849189999999,-94.794960799999998,2018,Not_at_edge,Y,T,12.000000000000000,Y
1614,5348,407267,3505-0377-0009-001,139.1239929,5349_29.3045254_-94.7863244_0_329.01.jpg,xXL42CYlk1Vjnf8MCuwCDw,5349,0.829590000000000,168,475,317,2.964168157000000,1.242653694000000,18.501689030000001,-1.174590979000000,2.417244673000000,1.721514463000000,-0.148913107000000,29.304525399999999,-94.786324399999998,29.304654159999998,-94.786445590000000,2019,Not_at_edge,Y,T,12.000000000000000,Y
1615,5349,407268,3505-0377-0010-000,187.8049927,5351_29.3044523_-94.7866149_0_357.96.jpg,42_5U8x-ufMxKKJnRiFwXw,5351,0.312744000000000,697,496,408,1.547394575000000,-0.188457547000000,33.843511690000000,-2.583646832000000,2.395189285000000,1.735852122000000,0.215695698000000,29.304452300000001,-94.786614900000004,29.304752700000002,-94.786552499999999,2019,Not_at_edge,Y,T,12.000000000000000,Y
1616,5352,407271,4384-0000-0003-000,136.1970062,5352_29.3044265_-94.786714_0_313.24.jpg,eozN8XmIhe1uvR4ft8wn1g,5352,0.497559000000000,231,430,289,3.472410575000000,1.737452642000000,20.897341740000002,-0.667000636000000,2.404453278000000,1.734957933000000,-0.106013322000000,29.304426500000002,-94.786714000000003,29.304540400000000,-94.786885409999996,2019,Not_at_edge,Y,T,12.000000000000000,Y
1617,5354,407273,3505-0253-0007-001,119.5670013,5355_29.3046414_-94.7810778_0_266.50.jpg,s_WC3MkO4G20VM04e2_5aA,5355,0.891602000000000,632,397,203,4.500883356000000,2.258772150000000,15.140770220000000,-0.145742401000000,2.404514551000000,2.242111206000000,0.171353665000000,29.304641400000001,-94.781077800000006,29.304656430000001,-94.781232700000004,2019,Not_at_edge,Y,T,12.000000000000000,N
1618,5356,407275,3505-0316-0006-000,199.3690033,5357_29.3048231_-94.7852038_0_177.85.jpg,UbuWHosUe7s8zQO1BTBN7Q,5357,0.925293000000000,196,358,170,4.382150442000000,2.610815198000000,15.689824070000000,0.282244117000000,2.328571081000000,1.771335244000000,-0.130095811000000,29.304823100000000,-94.785203839999994,29.304683529999998,-94.785176899999996,2019,Not_at_edge,Y,T,12.000000000000000,N
1619,5358,407277,3505-0566-0011-000,294.7839966,5359_29.3043615_-94.7979025_0_312.45.jpg,FFv5OGfZicnK1FMNFRgeuw,5359,0.928223000000000,375,663,386,1.826312284000000,0.444815616000000,10.502744010000001,-2.044658919000000,2.489474535000000,1.381496668000000,-0.005931254000000,29.304361499999999,-94.797902500000006,29.304425040000002,-94.797982700000006,2019,Not_at_edge,Y,T,12.000000000000000,Y
1620,5363,407282,3505-0316-0005-000,135.5919952,5364_29.3047719_-94.7853944_0_147.65.jpg,zUZHTvS9nlDDifYY77L0ng,5364,0.877930000000000,394,501,284,3.042323169000000,1.282282051000000,13.406819949999999,-1.094518248000000,2.376800299000000,1.760041118000000,0.006977820000000,29.304771899999999,-94.785394400000001,29.304669270000002,-94.785321370000005,2019,Not_at_edge,Y,T,12.000000000000000,Y
1621,5366,407285,3505-0316-0003-000,130.4360046,5365_29.3047458_-94.7854929_0_192.79.jpg,T7y_T8XXZMKiKGyjSlhvLw,5365,0.927734000000000,620,490,348,2.709210783000000,0.925300032000000,20.763299700000001,-1.515352577000000,2.440652609000000,1.783910751000000,0.163212442000000,29.304745749999999,-94.785492849999997,29.304572239999999,-94.785573400000004,2019,Not_at_edge,Y,T,12.000000000000000,Y
1622,5367,407286,3505-0316-0002-000,133.9199982,5367_29.3047206_-94.7855889_0_192.95.jpg,7BhQef9DKc-fJ50QzhKidw,5367,0.290527000000000,571,479,352,2.668599457000000,0.881106824000000,23.101285319999999,-1.518507272000000,2.399614096000000,1.787492633000000,0.129752797000000,29.304720600000000,-94.785588899999993,29.304525229999999,-94.785671719999996,2019,Not_at_edge,Y,T,12.000000000000000,Y
1623,5373,407292,3505-0253-0006-000,151.4320068,5374_29.3048576_-94.7815012_0_190.60.jpg,fUl6O_ZL56_7R51lMqqi8w,5374,0.695312000000000,129,580,376,3.569950111000000,1.492874630000000,14.484820279999999,-1.950393431000000,3.443268061000000,2.077075481000000,-0.176091907000000,29.304857599999998,-94.781501199999994,29.304726920000000,-94.781502529999997,2013,Not_at_edge,Y,T,12.000000000000000,Y
1624,5375,407294,3505-0253-0003-002,93.6461029,5377_29.3047201_-94.7820154_0_149.64.jpg,pkRbIi-22W5_B1uEsK75qg,5377,0.660645000000000,120,472,301,4.410193513000000,2.383958171000000,17.297046460000001,-1.056547095000000,3.440505266000000,2.026235342000000,-0.181497782000000,29.304720100000001,-94.782015400000006,29.304601900000002,-94.781899159999995,2013,Not_at_edge,Y,T,12.000000000000000,N
1625,5380,407299,3505-0378-0008-003,115.7580032,5381_29.3045323_-94.7872561_0_266.06.jpg,6gkVxfXSCxktXjnSm22P9w,5381,0.742188000000000,540,357,187,4.513676967000000,2.726688470000000,17.215388520000001,0.322409715000000,2.404278755000000,1.786988497000000,0.109116959000000,29.304532300000002,-94.787256099999993,29.304538569999998,-94.787433160000006,2019,Not_at_edge,Y,T,12.000000000000000,N
1626,5390,407309,3505-0505-0005-000,426.6589966,5391_29.3046905_-94.7966836_0_149.22.jpg,lx9Dr-RGuKee5TrxU2w22w,5391,0.897461000000000,196,612,370,1.809257240000000,0.465959878000000,12.123982120000001,-1.912562995000000,2.378522873000000,1.343297362000000,-0.130095811000000,29.304690500000000,-94.796683599999994,29.304604579999999,-94.796606370000006,2019,Not_at_edge,Y,T,12.000000000000000,Y
1627,5416,407335,3505-0317-0005-002,131.1799927,5417_29.3044779_-94.7865171_0_163.14.jpg,c6fp463NfO4O-dpJH4Toaw,5417,0.468018000000000,664,433,239,3.627965315000000,1.883833988000000,15.203117060000000,-0.520512001000000,2.404345989000000,1.744131327000000,0.193620788000000,29.304477920000000,-94.786517149999995,29.304341449999999,-94.786501430000001,2019,Not_at_edge,Y,T,12.000000000000000,Y
1628,5417,407336,3505-0317-0004-000,212.0070038,5419_29.3044265_-94.786714_0_133.24.jpg,eozN8XmIhe1uvR4ft8wn1g,5419,0.454102000000000,406,409,285,3.717172209000000,1.982214276000000,23.276593819999999,-0.422239002000000,2.404453278000000,1.734957933000000,0.015698925000000,29.304426500000002,-94.786714009999997,29.304280250000001,-94.786542069999996,2019,Not_at_edge,Y,T,12.000000000000000,N
1629,5431,407350,3505-0316-0010-000,212.6089935,5432_29.3039208_-94.785052_0_328.81.jpg,oA0uLoUnQ0NEmZFqOnXoOw,5432,0.930176000000000,625,504,317,3.937585974000000,2.132993007000000,15.862304220000000,-1.309674716000000,3.442667723000000,1.804592967000000,0.167285591000000,29.303920800000000,-94.785051999999993,29.304053849999999,-94.785112119999994,2017,Not_at_edge,Y,T,12.000000000000000,N
1630,5436,407355,3505-0253-0011-000,189.3370056,5438_29.303935_-94.7813531_0_313.19.jpg,0V9pInfx-xiYnwF0_bLRSw,5438,0.878418000000000,288,524,357,3.941603709000000,1.667631198000000,17.458635309999998,-1.701798867000000,3.369430065000000,2.273972511000000,-0.066192715000000,29.303934999999999,-94.781353100000004,29.304034970000000,-94.781491970000005,2013,Not_at_edge,Y,T,12.000000000000000,N
1631,5437,407356,3505-0253-0010-000,149.0169983,5437_29.3039096_-94.7814546_0_13.03.jpg,sRpp5kFOY7_-RYrnyUcaIg,5437,0.265137000000000,541,512,349,3.979025127000000,1.701262952000000,18.066158080000001,-1.603950023000000,3.305212975000000,2.277762175000000,0.109461679000000,29.303909600000001,-94.781454600000004,29.304063429999999,-94.781393129999998,2013,Not_at_edge,Y,T,12.000000000000000,N
1632,5438,407357,3505-0253-0012-000,174.1000061,5447_29.3038532_-94.7816714_0_12.11.jpg,DQicZLU8HXWAIaHf2GETQw,5447,0.789551000000000,255,463,331,4.521010717000000,2.213363012000000,22.127191119999999,-1.230301062000000,3.443664074000000,2.307647705000000,-0.089080200000000,29.303853199999999,-94.781671399999993,29.304051340000001,-94.781643619999997,2013,Not_at_edge,Y,T,12.000000000000000,N
1633,5439,407358,3505-0254-0008-000,108.7440033,5440_29.3041129_-94.7821813_0_268.30.jpg,2GfEjV3Wdc7aW1K3Dd82cA,5440,0.620117000000000,273,544,266,3.541341152000000,1.317812767000000,10.495844140000001,-1.168346796000000,2.486159563000000,2.223528385000000,-0.076952801000000,29.304112900000000,-94.782181300000005,29.304102820000001,-94.782288719999997,2021,Not_at_edge,Y,T,12.000000000000000,Y
1634,5442,407361,3505-0318-0006-001,232.1190033,5443_29.3042176_-94.7875154_0_147.99.jpg,0PrmClSqPRJ6oGO0-iNDpA,5443,0.886719000000000,203,533,344,2.520451615000000,0.787616203000000,15.514901940000000,-1.600373556000000,2.387989759000000,1.732835412000000,-0.125633730000000,29.304217600000001,-94.787515400000004,29.304109140000001,-94.787414450000000,2019,Not_at_edge,Y,T,12.000000000000000,Y
1635,5443,407362,3505-0318-0005-001,139.6329956,5444_29.3041924_-94.7876136_0_163.36.jpg,RE2f2HOTkui4xBsUYhZhTA,5444,0.901367000000000,332,522,297,2.886748207000000,1.128834856000000,12.995905160000000,-1.250623571000000,2.379458427000000,1.757913351000000,-0.035920281000000,29.304192390000001,-94.787613620000002,29.304081329999999,-94.787570740000007,2019,Not_at_edge,Y,T,12.000000000000000,Y
1636,5444,407363,3505-0318-0004-001,164.2530060,5445_29.3041664_-94.7877134_0_177.62.jpg,AqUMtUFQ_cvDbRutCT_xZw,5445,0.856445000000000,130,492,292,3.062728881000000,1.306848644000000,14.772723160000000,-1.096202494000000,2.403051138000000,1.755880237000000,-0.175415499000000,29.304166400000000,-94.787713400000001,29.304036249999999,-94.787680670000000,2019,Not_at_edge,Y,T,12.000000000000000,Y
1637,5445,407364,3505-0253-0014-000,256.3670044,5446_29.3039373_-94.7821211_0_58.02.jpg,2s5aln-5G8hq-6R0Qztymg,5446,0.899414000000000,493,587,406,2.468622327000000,0.185187698000000,16.120256959999999,-2.287952303000000,2.473140001000000,2.283434629000000,0.076605984000000,29.303937300000001,-94.782121099999998,29.304004660000000,-94.781974039999994,2021,Not_at_edge,Y,T,12.000000000000000,Y
1638,5454,407373,1320-0000-0001-000,150.0859985,5454_29.3042569_-94.7837432_0_178.76.jpg,_qKqFNWdzo1UcvsEI843gQ,5454,0.923828000000000,629,501,331,3.991247376000000,2.063498934000000,17.362283320000000,-1.397120992000000,3.460619926000000,1.927748442000000,0.169659018000000,29.304256899999999,-94.783743200000004,29.304101970000001,-94.783769559999996,2017,Not_at_edge,Y,T,12.000000000000000,N
1639,5460,407379,3505-0507-0001-000,182.0899963,5460_29.3039826_-94.7993512_0_193.34.jpg,GF1kuc8N3iChYY62uxsVOA,5460,0.734863000000000,180,611,427,1.218546014000000,-0.111073036000000,15.969544760000000,-2.515434046000000,2.404361010000000,1.329619050000000,-0.141056110000000,29.303982600000001,-94.799351200000004,29.303839130000000,-94.799366259999999,2019,Not_at_edge,Y,T,12.000000000000000,Y
1640,5461,407380,3505-0317-0008-000,317.4509888,5463_29.3040558_-94.78589_0_268.56.jpg,I_gS8UtMFco2w1VvDKzumQ,5463,0.910156000000000,351,382,140,4.061454960000000,2.326495119000000,12.024618960000000,0.016775795000000,2.309719324000000,1.734959841000000,-0.022674261000000,29.304055800000000,-94.785889999999995,29.304050620000002,-94.786013629999999,2019,Not_at_edge,Y,T,12.000000000000000,N
1641,5490,407409,3505-0254-0009-000,208.1029968,5491_29.3036736_-94.7823546_0_343.54.jpg,oHrF0r9UpQ8v6t_iIf4NXg,5491,0.925781000000000,420,407,223,4.401760213000000,2.140045039000000,15.815924150000001,-0.264778741000000,2.404823780000000,2.261715174000000,0.025114955000000,29.303673600000000,-94.782354600000005,29.303811410000002,-94.782396790000007,2017,Not_at_edge,Y,T,12.000000000000000,N
1642,5491,407410,3505-0254-0010-000,214.9790039,5442_29.3036217_-94.782547_0_13.16.jpg,5Hc3wXcEgbB4riEpEqt0vg,5442,0.728027000000000,212,365,272,5.132799400000000,2.832657827000000,31.504939250000000,0.414720548000000,2.417937279000000,2.300141573000000,-0.119103460000000,29.303621700000001,-94.782546999999994,29.303904200000002,-94.782511209999996,2017,Not_at_edge,Y,T,12.000000000000000,N
1643,5493,407412,3505-0254-0012-000,206.1999969,5494_29.3035699_-94.7827525_0_344.14.jpg,7XNySKZmlVsd_uEWTaIiYg,5494,0.920410000000000,477,358,215,5.061048785000000,2.781165400000000,20.387357309999999,0.369088927000000,2.412076473000000,2.279883385000000,0.065150613000000,29.303569899999999,-94.782752500000001,29.303749730000000,-94.782796590000004,2017,Not_at_edge,Y,T,12.000000000000000,N
1644,5499,407418,3505-0317-0009-000,281.9620056,5500_29.3036487_-94.7861113_0_342.23.jpg,W2SnKXfZ8x2GFApxJgN_mg,5500,0.884277000000000,94,531,327,3.688285057000000,1.853250925000000,14.548889170000001,-1.462796028000000,3.316046953000000,1.835034132000000,-0.199326066000000,29.303648700000000,-94.786111300000002,29.303763289999999,-94.786184340000005,2013,Not_at_edge,Y,T,12.000000000000000,N
1645,5504,407423,3505-0317-0012-000,212.2369995,5505_29.3035531_-94.7865025_0_343.82.jpg,ZdADa33xirXM9r9B8AimfA,5505,0.529297000000000,364,519,373,3.350766655000000,1.521172162000000,19.927852550000001,-1.890957002000000,3.412129164000000,1.829594493000000,-0.013257349000000,29.303553109999999,-94.786502530000007,29.303725100000001,-94.786562290000006,2013,Not_at_edge,Y,T,12.000000000000000,Y
1646,5505,407424,3505-0317-0013-001,124.3509979,5506_29.3035322_-94.7865899_0_343.71.jpg,TYadw3X3vnE3d9B9eouQRA,5506,0.894043000000000,478,574,310,3.746100611000000,1.980327195000000,11.043407780000001,-1.460985833000000,3.441313028000000,1.765773416000000,0.065497996000000,29.303532210000000,-94.786589930000005,29.303629470000001,-94.786614599999993,2013,Not_at_edge,Y,T,12.000000000000000,N
1647,5528,407447,3505-0255-0011-000,248.0059967,5528_29.3033424_-94.783645_0_327.96.jpg,xYcI3ZiGv7CvfCo5rLBhng,5528,0.900879000000000,530,477,317,3.337426571000000,1.219784168000000,18.164463170000001,-1.185216519000000,2.405000687000000,2.117642403000000,0.102216677000000,29.303342399999998,-94.783645000000007,29.303489460000002,-94.783727499999998,2017,Not_at_edge,Y,T,12.000000000000000,Y
1648,5530,407449,3505-0255-0014-001,192.1710052,5531_29.3035021_-94.7844165_0_57.35.jpg,pFybGZ6nzIoazCLSHJUSNQ,5531,0.808594000000000,369,584,405,2.039322209000000,0.124180865000000,16.253444429999998,-2.279494214000000,2.403675079000000,1.915141344000000,-0.010466249000000,29.303502099999999,-94.784416500000006,29.303582500000001,-94.784276590000005,2019,Not_at_edge,Y,T,12.000000000000000,Y
1649,5531,407450,3505-0255-0012-000,169.6880035,5532_29.3032859_-94.7838431_0_340.91.jpg,7peKpeVyH9r_J22g7KEQsQ,5532,0.650391000000000,243,510,396,2.130592194000000,0.052097645000000,25.640764999999998,-2.243683491000000,2.295781136000000,2.078494549000000,-0.097380993000000,29.303285899999999,-94.783843099999999,29.303496119999998,-94.783953260000004,2017,Not_at_edge,Y,T,12.000000000000000,Y
1650,5533,407452,3505-0255-0014-002,117.3830032,5534_29.3033294_-94.7843541_0_57.17.jpg,tPSs_7GiVUVxID2nW-Zs2Q,5534,0.907715000000000,159,591,394,2.150785080000000,0.215027443000000,14.871398010000000,-2.132526764000000,2.347554207000000,1.935757637000000,-0.155049332000000,29.303329399999999,-94.784354100000002,29.303418680000000,-94.784239830000004,2019,Not_at_edge,Y,T,12.000000000000000,Y
1651,5544,407463,3505-0257-0007-001,178.5599976,5545_29.303496_-94.7856956_0_280.27.jpg,r6OFBT36CKjqV_8knbw17g,5545,0.476562000000000,631,470,215,3.469797644000000,1.818553361000000,11.576878669999999,-0.684630004000000,2.503183365000000,1.651244283000000,0.170676133000000,29.303495989999998,-94.785695640000000,29.303531799999998,-94.785807579999997,2019,Not_at_edge,Y,T,12.000000000000000,Y
1652,5633,407552,3505-0068-0014-000,176.6549988,11700_29.3027677_-94.7754994_0_102.57.jpg,xYxxoFKEXz3_1Jbs3zed9A,11700,0.903809000000000,571,426,317,5.350658366000000,1.622064063000000,26.916260099999999,-0.782202294000000,2.404266357000000,3.728594303000000,0.129752797000000,29.302767700000000,-94.775499400000001,29.302684630000002,-94.775239069999998,2019,Not_at_edge,Y,F,-9999.000000000000000,NoData
1653,5739,407658,3505-0009-0001-001,87.3287964,11795_29.301893_-94.7764502_0_88.50.jpg,2171qwZd3-io_dZJ4bOyDw,11795,0.755371000000000,334,436,339,4.609024000000000,1.323929262000000,30.009742620000001,-1.109169293000000,2.433098555000000,3.285094738000000,-0.034526533000000,29.301893000000000,-94.776450199999999,29.301909429999998,-94.776141879999997,2021,Not_at_edge,Y,F,-9999.000000000000000,NoData
1654,5813,407732,3505-0010-0009-000,182.7420044,11886_29.3011672_-94.7766153_0_11.93.jpg,j7Xg1R5liuOr36F9x5wg0Q,11886,0.695801000000000,87,523,333,5.013078668000000,0.919967153000000,15.635883570000001,-1.485107682000000,2.405074835000000,4.093111515000000,-0.204014782000000,29.301167199999998,-94.776615300000003,29.301308259999999,-94.776614620000004,2017,Not_at_edge,Y,F,-9999.000000000000000,NoData
1655,5833,407752,3505-0010-0012-000,143.3970032,11892_29.3011156_-94.7768109_0_314.24.jpg,TfUE-WJ7k6Kx4IP70N2J2A,11892,0.605957000000000,44,387,241,6.134314411000000,2.349511736000000,20.479204950000000,-0.055612928000000,2.405124664000000,3.784802675000000,-0.232939977000000,29.301115610000000,-94.776810920000003,29.301210480000002,-94.776991800000005,2017,Not_at_edge,Y,F,-9999.000000000000000,NoData
1656,5834,407753,3505-0010-0013-001,85.6102982,11892_29.3011156_-94.7768109_0_314.24.jpg,TfUE-WJ7k6Kx4IP70N2J2A,11892,0.605957000000000,44,387,241,6.134314411000000,2.349511736000000,20.479204950000000,-0.055612928000000,2.405124664000000,3.784802675000000,-0.232939977000000,29.301115610000000,-94.776810920000003,29.301210480000002,-94.776991800000005,2017,Not_at_edge,Y,F,-9999.000000000000000,NoData
1657,5935,407854,3510-0023-1007-002,202.2969971,11990_29.3008576_-94.7777134_0_133.39.jpg,QwzldwIHiX0zEkAVW9a0sQ,11990,0.274414000000000,283,428,331,4.287517091000000,1.402139922000000,30.065514109999999,-0.920830707000000,2.322970629000000,2.885377169000000,-0.070012507000000,29.300857579999999,-94.777713370000001,29.300685489999999,-94.777474170000005,2019,Not_at_edge,Y,F,-9999.000000000000000,NoData
1658,6128,408047,3510-0023-2006-001,92.9496994,12151_29.2997618_-94.7783853_0_192.77.jpg,CguT71JND-xb8oiZi7VH3Q,12151,0.595215000000000,354,565,424,3.930595717000000,0.861831746000000,20.637025240000000,-2.620278277000000,3.482110023000000,3.068763971000000,-0.020581486000000,29.299761799999999,-94.778385299999997,29.299579410000000,-94.778427980000004,2013,Not_at_edge,Y,F,-9999.000000000000000,NoData
1659,6234,408153,3510-0023-2010-002,138.0079956,12234_29.2987974_-94.778467_0_357.72.jpg,iH9K97Lxdsjs29gxW4WcFw,12234,0.912109000000000,422,558,385,4.689554976000000,0.359398173000000,16.822489409999999,-2.053466750000000,2.412864923000000,4.330156803000000,0.027206741000000,29.298797400000002,-94.778467000000006,29.298949159999999,-94.778469180000002,2019,Not_at_edge,Y,F,-9999.000000000000000,NoData
1660,5552,407471,3505-0130-0001-000,313.7799988,11649_29.3031979_-94.7781102_0_40.95.jpg,htVPhoxKfQBHPKnUxB6CXA,11649,0.906738000000000,420,612,448,3.046463321000000,0.609075616000000,17.744958130000001,-2.834567954000000,3.443643570000000,2.437387705000000,0.025812242000000,29.303197900000001,-94.778110200000000,29.303316070000001,-94.777986970000001,2013,Not_at_edge,Y,T,11.000000000000000,Y
1661,5553,407472,3505-0130-0008-100,105.2600021,11632_29.3034696_-94.776982_0_223.32.jpg,au6F5jLwmnMPZkohmcPXXQ,11632,0.500977000000000,77,204,17,6.637122833000000,4.415651285000000,15.993445910000000,1.964512073000000,2.451139212000000,2.221471548000000,-0.210363302000000,29.303469600000000,-94.776982000000004,29.303346269999999,-94.777067439999996,2021,Not_at_edge,Y,T,11.000000000000000,N
1662,5572,407491,3505-0131-0002-002,107.3030014,11660_29.3033943_-94.7790223_0_194.00.jpg,Sw3G-WX65vMdf39lAJjH8Q,11660,0.524902000000000,330,474,340,3.631554303000000,1.127327857000000,21.725936749999999,-1.363434138000000,2.490761995000000,2.504226446000000,-0.037662270000000,29.303394300000001,-94.779022299999994,29.303202460000001,-94.779068190000004,2021,Not_at_edge,Y,T,11.000000000000000,N
1663,5599,407518,3505-0130-0013-000,126.9990005,11679_29.3028153_-94.7775452_0_311.07.jpg,CM3-AFmlCUfFBUFEcFkPvw,11679,0.924805000000000,522,419,266,5.465320458000000,2.978587260000000,19.102362509999999,-0.464384446000000,3.442971706000000,2.486733198000000,0.095998519000000,29.302815290000002,-94.777545219999993,29.302940450000001,-94.777680390000000,2013,Not_at_edge,Y,T,11.000000000000000,N
1664,5762,407681,3505-0072-0008-001,119.1490021,10087_29.3018366_-94.7789068_0_283.08.jpg,CQ4Zx8LFTubhgX1o-aez4Q,10087,0.659668000000000,502,512,328,3.412653822000000,0.988642353000000,15.778693759999999,-1.415513855000000,2.404156208000000,2.424011469000000,0.082153321000000,29.301836600000001,-94.778906800000001,29.301880090000001,-94.779061450000000,2019,Not_at_edge,Y,T,11.000000000000000,N
1665,6101,408020,3505-0017-0005-002,117.8010025,10068_29.2999577_-94.7848718_0_177.74.jpg,QQq6dNriK_4N1bRmuRhObw,10068,0.318604000000000,452,510,350,3.294730377000000,0.803068352000000,18.090282309999999,-1.601306724000000,2.404375076000000,2.491662025000000,0.047762033000000,29.299957700000000,-94.784871800000005,29.299794500000001,-94.784873349999998,2019,Not_at_edge,Y,T,11.000000000000000,Y
1666,6114,408033,3505-0397-0005-000,146.6020050,12185_29.2993707_-94.809737_0_162.13.jpg,rkHwEAh2oFwvKpnEJy6-ug,12185,0.890137000000000,387,507,325,2.304740316000000,1.032241708000000,15.984734189999999,-1.371926183000000,2.404167891000000,1.272498608000000,0.002790952000000,29.299370750000001,-94.809736990000005,29.299233370000000,-94.809686940000006,2019,Not_at_edge,Y,T,13.000000000000000,Y
1667,5866,407785,3505-0012-0003-002,85.4702988,10064_29.301376_-94.7794626_0_177.85.jpg,E4mZSV9xZsv4oQRqbG1LmQ,10064,0.812500000000000,173,513,344,3.315967592000000,0.828295740000000,17.398963190000000,-1.549529520000000,2.377825260000000,2.487671852000000,-0.145840986000000,29.301376000000001,-94.779462600000002,29.301221660000000,-94.779429949999994,2019,Not_at_edge,Y,T,11.000000000000000,Y
1668,5620,407539,3505-0131-0009-000,155.6130066,11681_29.3026087_-94.7783708_0_13.67.jpg,2VgY3LSkCmjfXz_e4ka3dw,11681,0.533691000000000,489,343,224,5.578598521000000,3.069100640000000,24.513269420000000,0.699405930000000,2.369694710000000,2.509497881000000,0.073483807000000,29.302608729999999,-94.778370789999997,29.302819209999999,-94.778293320000003,2019,Not_at_edge,Y,T,11.000000000000000,N
1669,5638,407557,3505-0132-0010-000,244.6609955,11741_29.302258_-94.7796785_0_12.53.jpg,TgbPZDzMex4ZPUX4QIOX5w,11741,0.780762000000000,684,439,331,3.867129509000000,1.362723295000000,27.524851779999999,-1.052590187000000,2.415313482000000,2.504406214000000,0.207023845000000,29.302257999999998,-94.779678500000003,29.302484159999999,-94.779561500000000,2019,Not_at_edge,Y,T,11.000000000000000,N
1670,5652,407571,3505-0133-0002-000,318.0079956,11747_29.3022378_-94.7815377_0_43.76.jpg,vdxTMQqkbNXLJk_IMVozzg,11747,0.252197000000000,214,478,408,2.023174736000000,-0.274919060000000,41.851517719999997,-2.726002482000000,2.451083422000000,2.298093796000000,-0.118071501000000,29.302237800000000,-94.781537700000001,29.302539370000002,-94.781278479999997,2021,Not_at_edge,Y,T,11.000000000000000,Y
1671,5656,407575,3505-0071-0005-000,155.2409973,11767_29.3026087_-94.7783708_0_178.67.jpg,2VgY3LSkCmjfXz_e4ka3dw,11767,0.907715000000000,262,318,117,5.549091734000000,3.039593853000000,14.598635330000000,0.669899143000000,2.369694710000000,2.509497881000000,-0.084924845000000,29.302608729999999,-94.778370789999997,29.302477790000001,-94.778354570000005,2019,Not_at_edge,Y,T,11.000000000000000,N
1672,5661,407580,3505-0132-0013-000,181.1609955,11757_29.3021669_-94.7800701_0_15.02.jpg,OSLRTBQyBRauL-CKxPwVig,11757,0.888184000000000,640,366,220,5.051371111000000,2.641453518000000,20.243971439999999,0.236376299000000,2.405077219000000,2.409917593000000,0.177444234000000,29.302166900000000,-94.780070100000003,29.302332180000001,-94.779981419999999,2019,Not_at_edge,Y,T,11.000000000000000,N
1673,5667,407586,3505-0134-0004-000,258.8750000,11766_29.3025382_-94.7822906_0_163.01.jpg,rJfZ3OqX54DZAjnrvlRh5A,11766,0.274658000000000,387,546,408,2.676389534000000,0.087003309000000,21.081242610000000,-2.383042496000000,2.470045805000000,2.589386225000000,0.002790952000000,29.302538200000001,-94.782290599999996,29.302356150000001,-94.782227770000006,2021,Not_at_edge,Y,T,11.000000000000000,Y
1674,5692,407611,3505-0133-0011-000,193.6569977,11748_29.3019739_-94.7807864_0_342.79.jpg,7Q-IHKqeMD2gLVvjsEjbiQ,11748,0.354492000000000,436,519,257,3.713477530000000,1.267214932000000,11.111291090000000,-1.053737960000000,2.320952892000000,2.446262598000000,0.036617103000000,29.301973940000000,-94.780786430000006,29.302070720000000,-94.780816250000001,2019,Not_at_edge,Y,T,11.000000000000000,N
1675,5696,407615,3505-0070-0010-000,102.8450012,11750_29.3020476_-94.7769253_0_329.34.jpg,v0HyMh3SBMoMv6i-45cpyw,11750,0.904785000000000,431,472,288,4.345787361000000,1.434108093000000,15.819618750000000,-0.970872328000000,2.404980421000000,2.911679268000000,0.033132650000000,29.302047600000002,-94.776925250000005,29.302172720000002,-94.777003600000000,2019,Not_at_edge,Y,T,11.000000000000000,N
1676,5723,407642,3505-0072-0005-002,114.7360001,11802_29.302258_-94.7796785_0_132.53.jpg,TgbPZDzMex4ZPUX4QIOX5w,11802,0.527832000000000,93,485,361,3.249883825000000,0.745477611000000,23.940192880000001,-1.669835871000000,2.415313482000000,2.504406214000000,-0.200331436000000,29.302257980000000,-94.779678480000001,29.302146570000001,-94.779467380000000,2019,Not_at_edge,Y,T,11.000000000000000,Y
1677,5729,407648,3505-0071-0009-000,92.8103027,11783_29.3017527_-94.7780247_0_12.66.jpg,CRywmxh7MFuHnK8jW2SxYA,11783,0.846680000000000,360,300,100,5.816111246000000,3.256952921000000,14.547895820000001,0.852595011000000,2.404357910000000,2.559158325000000,-0.016047707000000,29.301752749999999,-94.778024700000003,29.301881250000001,-94.777994230000004,2019,Not_at_edge,Y,T,11.000000000000000,N
1678,5754,407673,3505-0073-0005-000,86.6793976,11844_29.3019739_-94.7807864_0_132.79.jpg,7Q-IHKqeMD2gLVvjsEjbiQ,11844,0.871582000000000,365,483,348,3.278543819000000,0.832281221000000,21.551516899999999,-1.488671671000000,2.320952892000000,2.446262598000000,-0.012908539000000,29.301973940000000,-94.780786430000006,29.301843710000000,-94.780621710000005,2019,Not_at_edge,Y,T,11.000000000000000,Y
