CLIENT COORDINATES AND CENTROID NUMBER
x, y, centroid_no
29.27115, -94.87724, 2
29.27526, -94.827443, 2
29.276528, -94.841592, 2
29.305284, -94.79734, 0
29.274466, -94.826889, 2
29.278079, -94.83436, 2
29.272395, -94.839417, 2
29.266898, -94.84403, 2
29.295856, -94.809189, 0
29.255104, -94.870867, 2
29.27556, -94.835525, 2
29.304753, -94.786552, 0
29.244358, -94.876833, 2
29.274536, -94.834291, 2
29.179505, -94.977414, 3
29.300756, -94.787842, 0
29.298853, -94.79008, 0
29.265224, -94.87734, 2
29.28684, -94.840388, 2
29.17231, -94.989598, 3
29.25322, -94.86635, 2
29.320099, -94.771024, 0
29.255422, -94.874581, 2
29.274669, -94.829555, 2
29.216783, -94.914758, 3
29.300621, -94.782993, 0
29.300621, -94.782993, 0
29.277323, -94.837133, 2
29.297886, -94.806714, 0
29.279017, -94.837278, 2
29.302274, -94.776918, 0
29.261092, -94.847546, 2
29.314986, -94.775782, 0
29.275223, -94.827456, 2
29.139494, -95.043712, 1
29.278157, -94.837593, 2
29.307793, -94.78551, 0
29.275817, -94.839529, 2
29.27806, -94.836771, 2
29.296916, -94.784959, 0
29.174933, -94.985454, 3
29.302539, -94.781278, 0
29.27229, -94.876588, 2
29.2887, -94.799749, 0
29.2887, -94.799749, 0
29.270497, -94.840619, 2
29.308197, -94.784341, 0
29.271795, -94.880346, 2
29.115993, -95.07773, 1
29.287244, -94.839672, 2
29.289921, -94.796297, 0
29.308872, -94.785181, 0
29.29284, -94.798758, 0
29.29284, -94.798758, 0
29.29284, -94.798758, 0
29.29284, -94.798758, 0
29.269832, -94.84216, 2
29.279219, -94.838696, 2
29.265009, -94.852125, 2
29.305835, -94.774975, 0
29.297702, -94.81189, 0
29.297702, -94.81189, 0
29.11541, -95.078459, 1
29.260784, -94.875028, 2
29.27626, -94.833505, 2
29.287248, -94.839671, 2
29.300623, -94.782976, 0
29.271814, -94.880366, 2
29.297442, -94.800177, 0
29.315536, -94.76881, 0
29.272303, -94.876601, 2
29.291379, -94.807524, 0
29.281103, -94.826451, 2
29.261039, -94.844933, 2
29.287317, -94.808738, 0
29.287317, -94.808738, 0
29.320148, -94.771969, 0
29.28458, -94.820644, 2
29.282215, -94.869832, 2
29.306591, -94.788935, 0
29.303707, -94.779677, 0
29.282295, -94.827753, 2
29.295056, -94.794998, 0
29.275659, -94.835165, 2
29.310841, -94.783335, 0
29.282223, -94.826347, 2
29.234499, -94.9003, 3
29.277593, -94.827361, 2
29.298388, -94.809079, 0
29.307355, -94.776258, 0
29.303207, -94.804245, 0
29.303207, -94.804245, 0
29.282263, -94.871238, 2
29.282084, -94.82558, 2
29.115966, -95.077719, 1
29.139159, -95.042788, 1
29.26501, -94.852151, 2
29.301343, -94.778871, 0
29.308076, -94.775745, 0
29.305166, -94.783393, 0
29.283378, -94.819648, 2
29.30299, -94.803458, 0
29.296924, -94.804911, 0
29.288744, -94.821251, 2
29.307242, -94.776823, 0
29.242807, -94.901835, 3
29.275092, -94.834564, 2
29.278211, -94.825912, 2
29.278211, -94.825912, 2
29.273437, -94.843182, 2
29.279055, -94.827084, 2
29.179097, -94.977776, 3
29.308684, -94.785984, 0
29.298503, -94.80637, 0
29.272285, -94.842973, 2
29.273535, -94.837498, 2
29.278455, -94.829912, 2
29.278455, -94.829912, 2
29.258944, -94.846645, 2
29.300647, -94.786873, 0
29.300647, -94.786873, 0
29.303101, -94.77585, 0
29.301392, -94.79983, 0
29.279982, -94.826607, 2
29.305494, -94.787443, 0
29.305494, -94.787442, 0
29.305494, -94.787443, 0
29.30604, -94.776231, 0
29.291415, -94.807627, 0
29.279221, -94.838694, 2
29.276507, -94.845643, 2
29.270318, -94.824193, 2
29.245174, -94.873628, 2
29.281756, -94.826759, 2
29.293941, -94.79063, 0
29.276917, -94.837267, 2
29.305427, -94.785741, 0
29.305427, -94.785741, 0
29.138202, -95.046981, 1
29.28854, -94.809093, 0
29.302516, -94.781431, 0
29.288239, -94.801303, 0
29.273859, -94.828581, 2
29.274181, -94.83544, 2
29.274181, -94.83544, 2
29.287957, -94.804195, 0
29.279743, -94.827307, 2
29.174103, -94.988347, 3
29.290962, -94.800659, 0
29.261141, -94.847029, 2
29.310009, -94.784021, 0
29.281263, -94.87806, 2
29.161469, -95.007526, 1
29.2608, -94.843807, 2
29.280798, -94.826378, 2
29.27912, -94.837929, 2
29.30542, -94.777349, 0
29.278455, -94.829948, 2
29.277925, -94.833254, 2
29.279352, -94.829778, 2
29.24446, -94.876924, 2
29.294123, -94.810135, 0
29.286573, -94.838992, 2
29.303499, -94.777938, 0
29.276815, -94.836133, 2
29.139713, -95.043674, 1
29.137215, -95.048057, 1
29.276836, -94.829406, 2
29.274909, -94.82733, 2
29.29868, -94.806694, 0
29.183916, -94.974672, 3
29.277112, -94.826177, 2
29.192949, -94.984183, 3
29.319103, -94.771828, 0
29.254024, -94.87354, 2
29.199924, -94.943298, 3
29.278175, -94.836868, 2
29.307851, -94.783556, 0
29.277112, -94.826169, 2
29.306826, -94.788818, 0
29.296934, -94.800506, 0
29.296934, -94.800506, 0
29.201209, -94.943807, 3
29.29525, -94.788073, 0
29.286109, -94.806978, 0
29.261786, -94.848157, 2
29.280998, -94.877924, 2
29.29194, -94.792524, 0
29.281447, -94.878328, 2
29.265554, -94.87686, 2
29.323193, -94.773184, 0
29.135554, -95.049709, 1
29.280216, -94.827123, 2
29.301258, -94.786297, 0
29.301258, -94.786297, 0
29.273679, -94.829748, 2
29.288935, -94.815311, 2
29.199043, -94.943756, 3
29.215573, -94.915632, 3
29.305144, -94.782683, 0
29.297121, -94.784071, 0
29.306623, -94.78885, 0
29.306623, -94.78885, 0
29.303496, -94.783953, 0
29.275089, -94.834646, 2
29.275089, -94.834646, 2
29.306685, -94.776636, 0
29.255722, -94.874313, 2
29.302896, -94.78282, 0
29.298504, -94.806644, 0
29.274779, -94.838155, 2
29.288444, -94.825617, 2
29.307955, -94.785767, 0
29.303198, -94.787116, 0
29.303198, -94.787116, 0
29.293141, -94.817452, 2
29.297402, -94.814582, 0
29.281808, -94.826777, 2
29.281808, -94.826777, 2
29.140436, -95.042485, 1
29.29873, -94.806438, 0
29.270465, -94.837651, 2
29.280467, -94.827383, 2
29.284281, -94.872291, 2
29.310013, -94.784289, 0
29.303583, -94.784277, 0
29.295488, -94.789459, 0
29.277503, -94.833483, 2
29.267972, -94.844742, 2
29.260864, -94.845618, 2
29.269022, -94.841284, 2
29.274334, -94.828835, 2
29.284548, -94.817373, 2
29.293506, -94.862152, 2
29.298931, -94.809266, 0
29.282109, -94.825539, 2
29.274664, -94.834573, 2
29.298058, -94.796541, 0
29.294726, -94.78918, 0
29.301322, -94.781027, 0
29.291461, -94.807154, 0
29.291461, -94.807154, 0
29.275685, -94.838616, 2
29.29607, -94.784207, 0
29.286253, -94.797674, 0
29.277567, -94.834055, 2
29.277426, -94.82851, 2
29.277426, -94.82851, 2
29.255439, -94.870189, 2
29.277966, -94.82703, 2
29.272045, -94.839986, 2
29.298692, -94.806374, 0
29.276158, -94.832666, 2
29.299838, -94.785967, 0
29.299619, -94.780448, 0
29.215571, -94.91563, 3
29.291448, -94.807138, 0
29.181066, -94.974703, 3
29.276689, -94.840011, 2
29.277964, -94.827035, 2
29.282198, -94.834721, 2
29.2775, -94.826314, 2
29.282059, -94.820177, 2
29.282059, -94.820177, 2
29.277565, -94.829443, 2
29.298611, -94.783494, 0
29.297432, -94.784106, 0
29.297431, -94.784106, 0
29.297432, -94.784106, 0
29.256704, -94.866265, 2
29.256704, -94.866265, 2
29.281165, -94.878262, 2
29.277503, -94.842094, 2
29.272036, -94.842387, 2
29.261733, -94.843949, 2
29.281848, -94.873841, 2
29.281848, -94.873841, 2
29.307453, -94.786707, 0
29.307453, -94.786707, 0
29.303662, -94.775914, 0
29.303662, -94.775914, 0
29.259381, -94.845996, 2
29.276721, -94.836462, 2
29.295929, -94.808694, 0
29.320679, -94.748866, 0
29.273312, -94.84311, 2
29.304122, -94.799154, 0
29.287756, -94.839071, 2
29.297506, -94.808783, 0
29.298214, -94.801294, 0
29.299789, -94.785897, 0
29.295606, -94.786248, 0
29.273037, -94.827865, 2
29.307753, -94.787747, 0
29.290254, -94.828445, 2
29.273959, -94.82807, 2
29.304719, -94.775171, 0
29.142296, -95.041495, 1
29.297524, -94.810652, 0
29.286181, -94.840109, 2
29.277361, -94.837387, 2
29.295925, -94.808694, 0
29.274381, -94.826281, 2
29.113777, -95.0869, 1
29.305488, -94.782353, 0
29.272252, -94.876682, 2
29.300296, -94.790289, 0
29.310524, -94.784504, 0
29.304717, -94.775178, 0
29.280381, -94.877908, 2
29.282288, -94.869593, 2
29.282285, -94.869378, 2
29.301043, -94.791191, 0
29.274448, -94.829312, 2
29.274448, -94.829312, 2
29.307155, -94.795149, 0
29.318296, -94.772012, 0
29.255521, -94.850686, 2
29.259156, -94.873576, 2
29.272047, -94.839986, 2
29.283067, -94.820904, 2
29.30735, -94.788088, 0
29.30735, -94.788088, 0
29.29716, -94.801261, 0
29.308997, -94.785244, 0
29.306994, -94.774103, 0
29.306994, -94.774103, 0
29.306994, -94.774103, 0
29.274289, -94.83801, 2
29.27793, -94.828486, 2
29.298019, -94.806484, 0
29.278426, -94.837228, 2
29.297348, -94.801662, 0
29.280058, -94.829546, 2
29.296746, -94.789152, 0
29.296746, -94.789152, 0
29.284382, -94.799031, 0
29.288123, -94.822148, 2
29.288123, -94.822148, 2
29.304945, -94.78516, 0
29.304945, -94.78516, 0
29.298933, -94.809267, 0
29.298933, -94.809267, 0
29.292549, -94.864136, 2
29.291514, -94.807989, 0
29.291515, -94.807989, 0
29.303223, -94.786561, 0
29.300025, -94.786842, 0
29.135731, -95.054057, 1
29.292374, -94.795076, 0
29.276023, -94.833281, 2
29.292849, -94.863387, 2
29.207731, -94.948417, 3
29.290253, -94.828442, 2
29.302896, -94.786862, 0
29.303419, -94.78424, 0
29.277554, -94.825344, 2
29.277554, -94.825344, 2
29.299315, -94.785349, 0
29.262346, -94.84414, 2
29.304857, -94.776343, 0
29.300298, -94.790291, 0
29.301408, -94.789803, 0
29.199923, -94.943295, 3
29.297844, -94.806146, 0
29.292985, -94.809755, 0
29.305554, -94.784986, 0
29.282172, -94.826678, 2
29.282172, -94.826678, 2
29.30663, -94.773995, 0
29.295812, -94.807498, 0
29.119964, -95.071865, 1
29.281448, -94.876752, 2
29.282671, -94.828613, 2
29.275683, -94.842653, 2
29.275683, -94.842653, 2
29.275683, -94.842653, 2
29.275683, -94.842653, 2
29.275683, -94.842653, 2
29.269742, -94.839544, 2
29.295929, -94.784642, 0
29.216621, -94.914794, 3
29.210757, -94.937716, 3
29.277524, -94.826241, 2
29.297847, -94.806146, 0
29.322786, -94.772031, 0
29.322785, -94.772031, 0
29.277632, -94.82711, 2
29.296471, -94.78659, 0
29.304853, -94.776341, 0
29.285846, -94.80673, 0
29.26067, -94.841707, 2
29.278424, -94.824204, 2
29.297129, -94.794966, 0
29.275325, -94.835363, 2
29.303964, -94.783484, 0
29.265235, -94.846864, 2
29.304542, -94.777147, 0
29.296819, -94.799385, 0
29.274575, -94.828201, 2
29.289392, -94.822243, 2
29.303961, -94.783484, 0
29.294137, -94.861188, 2
29.276149, -94.8342, 2
29.282057, -94.826886, 2
29.297401, -94.808763, 0
29.291394, -94.811046, 0
29.291394, -94.811046, 0
29.145547, -95.043106, 1
29.307517, -94.78983, 0
29.295093, -94.811857, 0
29.25939, -94.846091, 2
29.25939, -94.846091, 2
29.301894, -94.794364, 0
29.292545, -94.864133, 2
29.308278, -94.777189, 0
29.13794, -95.045977, 1
29.274448, -94.829323, 2
29.299844, -94.785808, 0
29.289553, -94.796362, 0
29.277055, -94.825963, 2
29.277055, -94.825963, 2
29.298144, -94.81648, 0
29.282211, -94.826667, 2
29.259174, -94.873578, 2
29.292417, -94.824843, 2
29.292417, -94.824843, 2
29.299845, -94.808915, 0
29.295863, -94.783202, 0
29.268764, -94.840761, 2
29.271516, -94.834567, 2
29.304247, -94.791501, 0
29.26579, -94.849134, 2
29.293454, -94.828169, 2
29.271525, -94.840336, 2
29.26378, -94.847367, 2
29.134933, -95.052535, 1
29.304425, -94.797983, 0
29.299751, -94.782842, 0
29.305813, -94.777417, 0
29.26583, -94.840969, 2
29.26583, -94.840969, 2
29.277911, -94.826155, 2
29.311678, -94.772054, 0
29.278922, -94.828334, 2
29.297849, -94.806149, 0
29.303336, -94.804538, 0
29.304605, -94.796606, 0
29.302356, -94.782228, 0
29.292419, -94.824849, 2
29.256176, -94.848436, 2
29.281143, -94.868518, 2
29.281143, -94.868518, 2
29.30492, -94.784168, 0
29.296934, -94.808789, 0
29.260302, -94.908015, 3
29.304005, -94.781974, 0
29.278095, -94.838137, 2
29.278095, -94.838137, 2
29.319243, -94.771208, 0
29.25537, -94.850901, 2
29.295839, -94.807407, 0
29.270288, -94.839468, 2
29.275405, -94.843281, 2
29.275405, -94.843281, 2
29.275405, -94.843281, 2
29.173472, -94.98722, 3
29.305811, -94.795631, 0
29.289236, -94.800983, 0
29.304215, -94.775295, 0
29.298775, -94.791382, 0
29.302151, -94.776884, 0
29.287425, -94.802861, 0
29.216206, -94.915624, 3
29.294857, -94.817641, 2
29.219185, -94.911559, 3
29.318677, -94.770803, 0
29.284218, -94.870227, 2
29.216746, -94.914533, 3
29.275221, -94.835634, 2
29.285458, -94.808468, 0
29.295889, -94.783263, 0
29.295889, -94.783263, 0
29.174306, -94.986421, 3
29.301502, -94.794657, 0
29.295791, -94.784575, 0
29.295791, -94.784575, 0
29.282902, -94.82755, 2
29.285542, -94.823525, 2
29.294813, -94.812922, 0
29.288099, -94.805661, 0
29.302719, -94.785192, 0
29.27751, -94.830841, 2
29.298991, -94.795247, 0
29.199774, -94.943357, 3
29.275233, -94.835623, 2
29.27744, -94.831693, 2
29.270072, -94.838415, 2
29.281938, -94.827651, 2
29.281938, -94.827651, 2
29.28582, -94.822565, 2
29.262281, -94.844273, 2
29.297983, -94.782674, 0
29.141088, -95.041591, 1
29.261331, -94.840412, 2
29.256552, -94.874721, 2
29.270012, -94.841616, 2
29.268726, -94.841185, 2
29.300405, -94.788221, 0
29.32146, -94.771184, 0
29.269645, -94.824571, 2
29.290789, -94.805985, 0
29.319247, -94.771178, 0
29.276837, -94.827186, 2
29.282653, -94.827105, 2
29.207638, -94.948543, 3
29.319799, -94.770555, 0
29.300386, -94.787245, 0
29.297228, -94.809639, 0
29.282123, -94.868274, 2
29.30237, -94.778569, 0
29.277013, -94.83657, 2
29.294801, -94.787317, 0
29.294801, -94.787317, 0
29.305686, -94.777931, 0
29.277622, -94.826041, 2
29.270199, -94.842966, 2
29.290728, -94.795748, 0
29.290728, -94.795748, 0
29.246277, -94.892242, 2
29.302462, -94.782017, 0
29.275631, -94.842817, 2
29.174312, -94.986428, 3
29.260395, -94.847106, 2
29.288162, -94.809389, 0
29.298766, -94.790425, 0
29.285458, -94.829651, 2
29.293395, -94.861316, 2
29.269837, -94.838375, 2
29.308025, -94.788626, 0
29.30036, -94.778602, 0
29.255765, -94.848863, 2
29.289356, -94.836846, 2
29.298016, -94.782709, 0
29.298016, -94.782709, 0
29.301838, -94.780265, 0
29.267903, -94.843697, 2
29.305308, -94.788547, 0
29.301772, -94.793624, 0
29.298253, -94.786662, 0
29.287239, -94.839267, 2
29.272614, -94.822485, 2
29.280402, -94.825903, 2
29.291937, -94.81596, 2
29.296147, -94.800872, 0
29.296147, -94.800872, 0
29.293778, -94.799696, 0
29.228568, -94.908166, 3
29.291905, -94.806868, 0
29.293498, -94.861974, 2
29.27434, -94.842454, 2
29.292638, -94.808393, 0
29.261784, -94.846097, 2
29.280757, -94.819277, 2
29.291937, -94.815963, 2
29.30017, -94.8006, 0
29.307791, -94.783266, 0
29.280629, -94.819257, 2
29.294779, -94.795111, 0
29.276383, -94.835533, 2
29.282841, -94.827551, 2
29.297953, -94.785982, 0
29.27124, -94.84056, 2
29.30093, -94.787757, 0
29.293719, -94.8624, 2
29.207586, -94.948658, 3
29.207586, -94.948658, 3
29.207586, -94.948658, 3
29.297214, -94.809596, 0
29.270647, -94.843551, 2
29.253297, -94.862698, 2
29.320797, -94.770997, 0
29.26163, -94.866502, 2
29.278447, -94.837961, 2
29.320044, -94.770896, 0
29.306125, -94.782719, 0
29.282439, -94.827872, 2
29.285184, -94.820979, 2
29.278489, -94.823947, 2
29.202237, -94.944768, 3
29.295947, -94.782964, 0
29.303045, -94.78518, 0
29.278661, -94.813612, 2
29.298769, -94.791384, 0
29.270333, -94.8387, 2
29.288146, -94.799817, 0
29.299313, -94.786598, 0
29.295311, -94.812744, 0
29.280389, -94.83946, 2
29.280389, -94.83946, 2
29.310494, -94.784847, 0
29.262369, -94.841015, 2
29.262369, -94.841015, 2
29.207743, -94.948262, 3
29.207743, -94.948262, 3
29.207743, -94.948262, 3
29.295707, -94.803209, 0
29.242317, -94.901486, 3
29.242317, -94.901486, 3
29.135035, -95.053877, 1
29.296518, -94.788142, 0
29.271545, -94.834465, 2
29.291725, -94.789284, 0
29.323169, -94.772771, 0
29.261301, -94.840386, 2
29.296148, -94.800871, 0
29.268036, -94.843643, 2
29.289182, -94.801091, 0
29.269133, -94.843751, 2
29.282781, -94.811515, 2
29.298784, -94.786387, 0
29.293721, -94.862402, 2
29.320391, -94.772817, 0
29.295021, -94.789297, 0
29.295021, -94.789297, 0
29.289245, -94.832226, 2
29.306983, -94.779152, 0
29.277229, -94.82928, 2
29.290886, -94.7963, 0
29.216365, -94.915469, 3
29.289356, -94.821921, 2
29.288204, -94.825247, 2
29.310102, -94.769797, 0
29.118884, -95.073545, 1
29.282882, -94.828639, 2
29.270108, -94.836031, 2
29.296986, -94.784866, 0
29.179643, -94.977807, 3
29.295344, -94.788124, 0
29.245357, -94.873781, 2
29.303434, -94.804316, 0
29.2774, -94.830434, 2
29.2774, -94.830434, 2
29.297823, -94.815943, 0
29.269093, -94.841137, 2
29.304242, -94.77735, 0
29.275166, -94.83343, 2
29.277785, -94.827772, 2
29.300009, -94.800538, 0
29.26988, -94.841048, 2
29.279824, -94.830139, 2
29.277173, -94.825735, 2
29.270256, -94.840041, 2
29.288246, -94.800003, 0
29.296173, -94.794376, 0
29.301113, -94.782519, 0
29.301113, -94.782519, 0
29.283642, -94.823235, 2
29.182749, -94.976149, 3
29.28918, -94.801081, 0
29.285865, -94.829133, 2
29.293217, -94.817396, 2
29.29299, -94.801605, 0
29.303425, -94.778036, 0
29.207511, -94.948804, 3
29.286334, -94.839169, 2
29.288932, -94.802191, 0
29.288932, -94.802191, 0
29.2003, -94.946526, 3
29.290131, -94.808761, 0
29.295081, -94.793971, 0
29.280584, -94.839432, 2
29.286589, -94.814754, 2
29.296303, -94.788994, 0
29.284809, -94.826969, 2
29.321248, -94.771902, 0
29.270557, -94.836674, 2
29.281182, -94.824658, 2
29.288938, -94.820674, 2
29.288938, -94.820674, 2
29.297696, -94.815545, 0
29.297696, -94.815545, 0
29.297696, -94.815545, 0
29.270576, -94.840216, 2
29.28306, -94.821304, 2
29.320454, -94.772271, 0
29.277452, -94.831721, 2
29.319439, -94.771787, 0
29.271563, -94.880245, 2
29.300865, -94.789923, 0
29.295372, -94.800602, 0
29.274454, -94.82679, 2
29.274454, -94.82679, 2
29.296865, -94.788607, 0
29.27538, -94.843381, 2
29.27538, -94.843381, 2
29.27538, -94.843381, 2
29.27538, -94.843381, 2
29.27538, -94.843381, 2
29.261155, -94.84699, 2
29.270693, -94.843526, 2
29.291738, -94.810608, 0
29.2775, -94.830126, 2
29.29652, -94.809243, 0
29.2699, -94.836585, 2
29.289446, -94.827499, 2
29.182485, -94.976698, 3
29.298332, -94.786533, 0
29.297453, -94.808961, 0
29.323925, -94.742331, 0
29.266892, -94.850705, 2
29.255086, -94.850947, 2
29.29514, -94.784239, 0
29.301867, -94.795948, 0
29.250988, -94.869687, 2
29.299005, -94.797665, 0
29.30194, -94.779979, 0
29.30194, -94.779978, 0
29.287796, -94.808029, 0
29.301504, -94.783127, 0
29.285283, -94.800582, 0
29.216418, -94.915315, 3
29.279186, -94.827894, 2
29.301259, -94.779234, 0
29.301259, -94.779234, 0
29.268203, -94.841353, 2
29.319011, -94.750291, 0
29.303611, -94.783403, 0
29.310476, -94.784827, 0
29.26885, -94.840513, 2
29.304631, -94.797141, 0
29.301941, -94.793053, 0
29.287577, -94.802613, 0
29.270701, -94.834662, 2
29.296518, -94.788144, 0
29.295922, -94.810906, 0
29.296986, -94.80957, 0
29.279209, -94.82793, 2
29.279209, -94.82793, 2
29.317163, -94.771985, 0
29.30392, -94.806536, 0
29.298589, -94.791597, 0
29.274454, -94.82679, 2
29.284464, -94.810216, 0
29.305385, -94.778386, 0
29.259791, -94.846761, 2
29.270614, -94.840289, 2
29.263219, -94.846216, 2
29.296669, -94.808747, 0
29.280524, -94.825827, 2
29.280524, -94.825827, 2
29.28536, -94.829539, 2
29.292082, -94.821186, 2
29.318423, -94.771574, 0
29.303551, -94.783547, 0
29.298897, -94.786739, 0
29.298897, -94.786739, 0
29.279334, -94.838787, 2
29.30013, -94.794751, 0
29.26313, -94.848519, 2
29.277157, -94.833322, 2
29.278885, -94.819869, 2
29.278885, -94.819869, 2
29.287467, -94.808013, 0
29.308224, -94.786374, 0
29.282325, -94.815215, 2
29.135515, -95.051204, 1
29.262122, -94.842684, 2
29.284547, -94.827671, 2
29.272997, -94.827818, 2
29.289605, -94.808289, 0
29.301016, -94.778452, 0
29.259951, -94.842863, 2
29.318867, -94.771364, 0
29.28477, -94.80983, 0
29.28477, -94.80983, 0
29.269556, -94.840769, 2
29.270455, -94.836899, 2
29.30721, -94.781835, 0
29.320808, -94.770905, 0
29.173823, -94.987138, 3
29.173823, -94.987138, 3
29.173823, -94.987138, 3
29.173823, -94.987138, 3
29.276612, -94.83986, 2
29.295578, -94.811862, 0
29.270019, -94.843393, 2
29.305443, -94.776523, 0
29.280204, -94.826564, 2
29.295314, -94.812751, 0
29.30614, -94.781782, 0
29.271774, -94.834085, 2
29.27921, -94.827936, 2
29.27921, -94.827936, 2
29.269168, -94.841754, 2
29.31812, -94.771158, 0
29.296214, -94.785839, 0
29.296214, -94.785839, 0
29.298041, -94.786479, 0
29.269555, -94.840769, 2
29.292684, -94.790239, 0
29.289026, -94.808861, 0
29.278, -94.825785, 2
29.263142, -94.848493, 2
29.269653, -94.852804, 2
29.261746, -94.845984, 2
29.262222, -94.842454, 2
29.325638, -94.771596, 0
29.298528, -94.780395, 0
29.276152, -94.838537, 2
29.288343, -94.800765, 0
29.295393, -94.78807, 0
29.302714, -94.778516, 0
29.200427, -94.945805, 3
29.293546, -94.788128, 0
29.318287, -94.771981, 0
29.28626, -94.839237, 2
29.319374, -94.77212, 0
29.291445, -94.809209, 0
29.200493, -94.945832, 3
29.260634, -94.875302, 2
29.300445, -94.799836, 0
29.26995, -94.836384, 2
29.292142, -94.815208, 0
29.301504, -94.783119, 0
29.307199, -94.778405, 0
29.284775, -94.80982, 0
29.284775, -94.80982, 0
29.302454, -94.782112, 0
29.318364, -94.770464, 0
29.286337, -94.820806, 2
29.2702, -94.840398, 2
29.319467, -94.771786, 0
29.292018, -94.809126, 0
29.269098, -94.841943, 2
29.140186, -95.047331, 1
29.284393, -94.817238, 2
29.283975, -94.817422, 2
29.283975, -94.817422, 2
29.269643, -94.840596, 2
29.284513, -94.870375, 2
29.291997, -94.803492, 0
29.274245, -94.837061, 2
29.269407, -94.843995, 2
29.293904, -94.789495, 0
29.291203, -94.826923, 2
29.279198, -94.827588, 2
29.285599, -94.802236, 0
29.276847, -94.840015, 2
29.207685, -94.948412, 3
29.275332, -94.833668, 2
29.277863, -94.833904, 2
29.270053, -94.844296, 2
29.289098, -94.830544, 2
29.290635, -94.800238, 0
29.290635, -94.800238, 0
29.294847, -94.789171, 0
29.294847, -94.789171, 0
29.29193, -94.814836, 0
29.29193, -94.814836, 0
29.318286, -94.772389, 0
29.284155, -94.82505, 2
29.273752, -94.842723, 2
29.293354, -94.862106, 2
29.293354, -94.862106, 2
29.269065, -94.839103, 2
29.28833, -94.8095, 0
29.28833, -94.8095, 0
29.124618, -95.065102, 1
29.294907, -94.812875, 0
29.267177, -94.844733, 2
29.285377, -94.823461, 2
29.284492, -94.829389, 2
29.308286, -94.78838, 0
29.270559, -94.840201, 2
29.305212, -94.777707, 0
29.305212, -94.777707, 0
29.305212, -94.777707, 0
29.281438, -94.822391, 2
29.301537, -94.783026, 0
29.262055, -94.839325, 2
29.270782, -94.836163, 2
29.300028, -94.790587, 0
29.291717, -94.811523, 0
29.273623, -94.828955, 2
29.300687, -94.787342, 0
29.300687, -94.787342, 0
29.293065, -94.815305, 0
29.300993, -94.784028, 0
29.3046, -94.796679, 0
29.280388, -94.839453, 2
29.269076, -94.839098, 2
29.30801, -94.783192, 0
29.302819, -94.785116, 0
29.284641, -94.829297, 2
29.26958, -94.843961, 2
29.291983, -94.810684, 0
29.278763, -94.836803, 2
29.295417, -94.810737, 0
29.296314, -94.789641, 0
29.296314, -94.789641, 0
29.323862, -94.74244, 0
29.264253, -94.836471, 2
29.301571, -94.784511, 0
29.318384, -94.771644, 0
29.260975, -94.841896, 2
29.299004, -94.782118, 0
29.29385, -94.808905, 0
29.29385, -94.808905, 0
29.263245, -94.839979, 2
29.290886, -94.796302, 0
29.28855, -94.808231, 0
29.28855, -94.808231, 0
29.279333, -94.838408, 2
29.28511, -94.822224, 2
29.28511, -94.822224, 2
29.269645, -94.825208, 2
29.290784, -94.811939, 0
29.28967, -94.796559, 0
29.301808, -94.777405, 0
29.259766, -94.841634, 2
29.285287, -94.813024, 2
29.278428, -94.82564, 2
29.278428, -94.82564, 2
29.299167, -94.809833, 0
