CLIENT COORDINATES AND CENTROID NUMBER
x, y, centroid_no
29.306826, -94.788818, 2
29.296934, -94.800506, 5
29.296934, -94.800506, 5
29.201209, -94.943807, 1
29.29525, -94.788073, 2
29.286109, -94.806978, 5
29.261786, -94.848157, 4
29.280998, -94.877924, 7
29.29194, -94.792524, 5
29.281447, -94.878328, 7
29.265554, -94.87686, 7
29.323193, -94.773184, 2
29.135554, -95.049709, 3
29.280216, -94.827123, 0
29.301258, -94.786297, 2
29.301258, -94.786297, 2
29.273679, -94.829748, 0
29.288935, -94.815311, 0
29.199043, -94.943756, 1
29.215573, -94.915632, 1
29.305144, -94.782683, 2
29.297121, -94.784071, 2
29.306623, -94.78885, 2
29.306623, -94.78885, 2
29.303496, -94.783953, 2
29.275089, -94.834646, 4
29.275089, -94.834646, 4
29.306685, -94.776636, 2
29.255722, -94.874313, 7
29.302896, -94.78282, 2
29.298504, -94.806644, 5
29.274779, -94.838155, 4
29.288444, -94.825617, 0
29.307955, -94.785767, 2
29.303198, -94.787116, 2
29.303198, -94.787116, 2
29.293141, -94.817452, 0
29.297402, -94.814582, 5
29.281808, -94.826777, 0
29.281808, -94.826777, 0
29.140436, -95.042485, 3
29.29873, -94.806438, 5
29.270465, -94.837651, 4
29.280467, -94.827383, 0
29.284281, -94.872291, 7
29.310013, -94.784289, 2
29.303583, -94.784277, 2
29.295488, -94.789459, 5
29.277503, -94.833483, 4
29.267972, -94.844742, 4
29.260864, -94.845618, 4
29.269022, -94.841284, 4
29.274334, -94.828835, 0
29.284548, -94.817373, 0
29.293506, -94.862152, 4
29.298931, -94.809266, 5
29.282109, -94.825539, 0
29.274664, -94.834573, 4
29.298058, -94.796541, 5
29.294726, -94.78918, 5
29.301322, -94.781027, 2
29.291461, -94.807154, 5
29.291461, -94.807154, 5
29.275685, -94.838616, 4
29.29607, -94.784207, 2
29.286253, -94.797674, 5
29.277567, -94.834055, 4
29.277426, -94.82851, 0
29.277426, -94.82851, 0
29.255439, -94.870189, 7
29.277966, -94.82703, 0
29.272045, -94.839986, 4
29.298692, -94.806374, 5
29.276158, -94.832666, 4
29.299838, -94.785967, 2
29.299619, -94.780448, 2
29.215571, -94.91563, 1
29.291448, -94.807138, 5
29.181066, -94.974703, 6
29.276689, -94.840011, 4
29.277964, -94.827035, 0
29.282198, -94.834721, 0
29.2775, -94.826314, 0
29.282059, -94.820177, 0
29.282059, -94.820177, 0
29.277565, -94.829443, 0
29.298611, -94.783494, 2
29.297432, -94.784106, 2
29.297431, -94.784106, 2
29.297432, -94.784106, 2
29.256704, -94.866265, 7
29.256704, -94.866265, 7
29.281165, -94.878262, 7
29.277503, -94.842094, 4
29.272036, -94.842387, 4
29.261733, -94.843949, 4
29.281848, -94.873841, 7
29.281848, -94.873841, 7
29.307453, -94.786707, 2
29.307453, -94.786707, 2
29.303662, -94.775914, 2
29.303662, -94.775914, 2
29.259381, -94.845996, 4
29.276721, -94.836462, 4
29.295929, -94.808694, 5
29.320679, -94.748866, 2
29.273312, -94.84311, 4
29.304122, -94.799154, 5
29.287756, -94.839071, 0
29.297506, -94.808783, 5
29.298214, -94.801294, 5
29.299789, -94.785897, 2
29.295606, -94.786248, 2
29.273037, -94.827865, 0
29.307753, -94.787747, 2
29.290254, -94.828445, 0
29.273959, -94.82807, 0
29.304719, -94.775171, 2
29.142296, -95.041495, 3
29.297524, -94.810652, 5
29.286181, -94.840109, 4
29.277361, -94.837387, 4
29.295925, -94.808694, 5
29.274381, -94.826281, 0
29.113777, -95.0869, 3
29.305488, -94.782353, 2
29.272252, -94.876682, 7
29.300296, -94.790289, 2
29.310524, -94.784504, 2
29.304717, -94.775178, 2
29.280381, -94.877908, 7
29.282288, -94.869593, 7
29.282285, -94.869378, 7
29.301043, -94.791191, 2
29.274448, -94.829312, 0
29.274448, -94.829312, 0
29.307155, -94.795149, 5
29.318296, -94.772012, 2
29.255521, -94.850686, 4
29.259156, -94.873576, 7
29.272047, -94.839986, 4
29.283067, -94.820904, 0
29.30735, -94.788088, 2
29.30735, -94.788088, 2
29.29716, -94.801261, 5
29.308997, -94.785244, 2
29.306994, -94.774103, 2
29.306994, -94.774103, 2
29.306994, -94.774103, 2
29.274289, -94.83801, 4
29.27793, -94.828486, 0
29.298019, -94.806484, 5
29.278426, -94.837228, 4
29.297348, -94.801662, 5
29.280058, -94.829546, 0
29.296746, -94.789152, 5
29.296746, -94.789152, 5
29.284382, -94.799031, 5
29.288123, -94.822148, 0
29.288123, -94.822148, 0
29.304945, -94.78516, 2
29.304945, -94.78516, 2
29.298933, -94.809267, 5
29.298933, -94.809267, 5
29.292549, -94.864136, 4
29.291514, -94.807989, 5
29.291515, -94.807989, 5
29.303223, -94.786561, 2
29.300025, -94.786842, 2
29.135731, -95.054057, 3
29.292374, -94.795076, 5
29.276023, -94.833281, 4
29.292849, -94.863387, 4
29.207731, -94.948417, 1
29.290253, -94.828442, 0
29.302896, -94.786862, 2
29.303419, -94.78424, 2
29.277554, -94.825344, 0
29.277554, -94.825344, 0
29.299315, -94.785349, 2
29.262346, -94.84414, 4
29.304857, -94.776343, 2
29.300298, -94.790291, 2
29.301408, -94.789803, 2
29.199923, -94.943295, 1
29.297844, -94.806146, 5
29.292985, -94.809755, 5
29.305554, -94.784986, 2
29.282172, -94.826678, 0
29.282172, -94.826678, 0
29.30663, -94.773995, 2
29.295812, -94.807498, 5
29.119964, -95.071865, 3
29.281448, -94.876752, 7
29.282671, -94.828613, 0
29.275683, -94.842653, 4
29.275683, -94.842653, 4
29.275683, -94.842653, 4
29.275683, -94.842653, 4
29.275683, -94.842653, 4
29.269742, -94.839544, 4
29.295929, -94.784642, 2
29.216621, -94.914794, 1
29.210757, -94.937716, 1
29.277524, -94.826241, 0
29.297847, -94.806146, 5
29.322786, -94.772031, 2
29.322785, -94.772031, 2
29.277632, -94.82711, 0
29.296471, -94.78659, 2
29.304853, -94.776341, 2
29.285846, -94.80673, 5
29.26067, -94.841707, 4
29.278424, -94.824204, 0
29.297129, -94.794966, 5
29.275325, -94.835363, 4
29.303964, -94.783484, 2
29.265235, -94.846864, 4
29.304542, -94.777147, 2
29.296819, -94.799385, 5
29.274575, -94.828201, 0
29.289392, -94.822243, 0
29.303961, -94.783484, 2
29.294137, -94.861188, 4
29.276149, -94.8342, 4
29.282057, -94.826886, 0
29.297401, -94.808763, 5
29.291394, -94.811046, 5
29.291394, -94.811046, 5
29.145547, -95.043106, 3
29.307517, -94.78983, 2
29.295093, -94.811857, 5
29.25939, -94.846091, 4
29.25939, -94.846091, 4
29.301894, -94.794364, 5
29.292545, -94.864133, 4
29.308278, -94.777189, 2
29.13794, -95.045977, 3
29.274448, -94.829323, 0
29.299844, -94.785808, 2
29.289553, -94.796362, 5
29.277055, -94.825963, 0
29.277055, -94.825963, 0
29.298144, -94.81648, 0
29.282211, -94.826667, 0
29.259174, -94.873578, 7
29.292417, -94.824843, 0
29.292417, -94.824843, 0
29.299845, -94.808915, 5
29.295863, -94.783202, 2
29.268764, -94.840761, 4
29.271516, -94.834567, 4
29.304247, -94.791501, 2
29.26579, -94.849134, 4
29.293454, -94.828169, 0
29.271525, -94.840336, 4
29.26378, -94.847367, 4
29.134933, -95.052535, 3
29.304425, -94.797983, 5
29.299751, -94.782842, 2
29.305813, -94.777417, 2
29.26583, -94.840969, 4
29.26583, -94.840969, 4
29.277911, -94.826155, 0
29.311678, -94.772054, 2
29.278922, -94.828334, 0
29.297849, -94.806149, 5
29.303336, -94.804538, 5
29.304605, -94.796606, 5
29.302356, -94.782228, 2
29.292419, -94.824849, 0
29.256176, -94.848436, 4
29.281143, -94.868518, 7
29.281143, -94.868518, 7
29.30492, -94.784168, 2
29.296934, -94.808789, 5
29.260302, -94.908015, 7
29.304005, -94.781974, 2
29.278095, -94.838137, 4
29.278095, -94.838137, 4
29.319243, -94.771208, 2
29.25537, -94.850901, 4
29.295839, -94.807407, 5
29.270288, -94.839468, 4
29.275405, -94.843281, 4
29.275405, -94.843281, 4
29.275405, -94.843281, 4
29.173472, -94.98722, 6
29.305811, -94.795631, 5
29.289236, -94.800983, 5
29.304215, -94.775295, 2
29.298775, -94.791382, 5
29.302151, -94.776884, 2
29.287425, -94.802861, 5
29.216206, -94.915624, 1
29.294857, -94.817641, 0
29.219185, -94.911559, 1
29.318677, -94.770803, 2
29.284218, -94.870227, 7
29.216746, -94.914533, 1
29.275221, -94.835634, 4
29.285458, -94.808468, 5
29.295889, -94.783263, 2
29.295889, -94.783263, 2
29.174306, -94.986421, 6
29.301502, -94.794657, 5
29.295791, -94.784575, 2
29.295791, -94.784575, 2
29.282902, -94.82755, 0
29.285542, -94.823525, 0
29.294813, -94.812922, 5
29.288099, -94.805661, 5
29.302719, -94.785192, 2
29.27751, -94.830841, 0
29.298991, -94.795247, 5
29.199774, -94.943357, 1
29.275233, -94.835623, 4
29.27744, -94.831693, 0
29.270072, -94.838415, 4
29.281938, -94.827651, 0
29.281938, -94.827651, 0
29.28582, -94.822565, 0
29.262281, -94.844273, 4
29.297983, -94.782674, 2
29.141088, -95.041591, 3
29.261331, -94.840412, 4
29.256552, -94.874721, 7
29.270012, -94.841616, 4
29.268726, -94.841185, 4
29.300405, -94.788221, 2
29.32146, -94.771184, 2
29.269645, -94.824571, 0
29.290789, -94.805985, 5
29.319247, -94.771178, 2
29.276837, -94.827186, 0
29.282653, -94.827105, 0
29.207638, -94.948543, 1
29.319799, -94.770555, 2
29.300386, -94.787245, 2
29.297228, -94.809639, 5
29.282123, -94.868274, 7
29.30237, -94.778569, 2
29.277013, -94.83657, 4
29.294801, -94.787317, 2
29.294801, -94.787317, 2
29.305686, -94.777931, 2
29.277622, -94.826041, 0
29.270199, -94.842966, 4
29.290728, -94.795748, 5
29.290728, -94.795748, 5
29.246277, -94.892242, 7
29.302462, -94.782017, 2
29.275631, -94.842817, 4
29.174312, -94.986428, 6
29.260395, -94.847106, 4
29.288162, -94.809389, 5
29.298766, -94.790425, 5
29.285458, -94.829651, 0
29.293395, -94.861316, 4
29.269837, -94.838375, 4
29.308025, -94.788626, 2
29.30036, -94.778602, 2
29.255765, -94.848863, 4
29.289356, -94.836846, 0
29.298016, -94.782709, 2
29.298016, -94.782709, 2
29.301838, -94.780265, 2
29.267903, -94.843697, 4
29.305308, -94.788547, 2
29.301772, -94.793624, 5
29.298253, -94.786662, 2
29.287239, -94.839267, 0
29.272614, -94.822485, 0
29.280402, -94.825903, 0
29.291937, -94.81596, 0
29.296147, -94.800872, 5
29.296147, -94.800872, 5
29.293778, -94.799696, 5
29.228568, -94.908166, 1
29.291905, -94.806868, 5
29.293498, -94.861974, 4
29.27434, -94.842454, 4
29.292638, -94.808393, 5
29.261784, -94.846097, 4
29.280757, -94.819277, 0
29.291937, -94.815963, 0
29.30017, -94.8006, 5
29.307791, -94.783266, 2
29.280629, -94.819257, 0
29.294779, -94.795111, 5
29.276383, -94.835533, 4
29.282841, -94.827551, 0
29.297953, -94.785982, 2
29.27124, -94.84056, 4
29.30093, -94.787757, 2
29.293719, -94.8624, 4
29.207586, -94.948658, 1
29.207586, -94.948658, 1
29.207586, -94.948658, 1
29.297214, -94.809596, 5
29.270647, -94.843551, 4
29.253297, -94.862698, 7
29.320797, -94.770997, 2
29.26163, -94.866502, 7
29.278447, -94.837961, 4
29.320044, -94.770896, 2
29.306125, -94.782719, 2
29.282439, -94.827872, 0
29.285184, -94.820979, 0
29.278489, -94.823947, 0
29.202237, -94.944768, 1
29.295947, -94.782964, 2
29.303045, -94.78518, 2
29.278661, -94.813612, 0
29.298769, -94.791384, 5
29.270333, -94.8387, 4
29.288146, -94.799817, 5
29.299313, -94.786598, 2
29.295311, -94.812744, 5
29.280389, -94.83946, 4
29.280389, -94.83946, 4
29.310494, -94.784847, 2
29.262369, -94.841015, 4
29.262369, -94.841015, 4
29.207743, -94.948262, 1
29.207743, -94.948262, 1
29.207743, -94.948262, 1
29.295707, -94.803209, 5
29.242317, -94.901486, 7
29.242317, -94.901486, 7
29.135035, -95.053877, 3
29.296518, -94.788142, 2
29.271545, -94.834465, 4
29.291725, -94.789284, 5
29.323169, -94.772771, 2
29.261301, -94.840386, 4
29.296148, -94.800871, 5
29.268036, -94.843643, 4
29.289182, -94.801091, 5
29.269133, -94.843751, 4
29.282781, -94.811515, 0
29.298784, -94.786387, 2
29.293721, -94.862402, 4
29.320391, -94.772817, 2
29.295021, -94.789297, 5
29.295021, -94.789297, 5
29.289245, -94.832226, 0
29.306983, -94.779152, 2
29.277229, -94.82928, 0
29.290886, -94.7963, 5
29.216365, -94.915469, 1
29.289356, -94.821921, 0
29.288204, -94.825247, 0
29.310102, -94.769797, 2
29.118884, -95.073545, 3
29.282882, -94.828639, 0
29.270108, -94.836031, 4
29.296986, -94.784866, 2
29.179643, -94.977807, 6
29.295344, -94.788124, 2
29.245357, -94.873781, 7
29.303434, -94.804316, 5
29.2774, -94.830434, 0
29.2774, -94.830434, 0
29.297823, -94.815943, 0
29.269093, -94.841137, 4
29.304242, -94.77735, 2
29.275166, -94.83343, 4
29.277785, -94.827772, 0
29.300009, -94.800538, 5
29.26988, -94.841048, 4
29.279824, -94.830139, 0
29.277173, -94.825735, 0
29.270256, -94.840041, 4
29.288246, -94.800003, 5
29.296173, -94.794376, 5
29.301113, -94.782519, 2
29.301113, -94.782519, 2
29.283642, -94.823235, 0
29.182749, -94.976149, 6
29.28918, -94.801081, 5
29.285865, -94.829133, 0
29.293217, -94.817396, 0
29.29299, -94.801605, 5
29.303425, -94.778036, 2
29.207511, -94.948804, 1
29.286334, -94.839169, 4
29.288932, -94.802191, 5
29.288932, -94.802191, 5
29.2003, -94.946526, 1
29.290131, -94.808761, 5
29.295081, -94.793971, 5
29.280584, -94.839432, 4
29.286589, -94.814754, 0
29.296303, -94.788994, 5
29.284809, -94.826969, 0
29.321248, -94.771902, 2
29.270557, -94.836674, 4
29.281182, -94.824658, 0
29.288938, -94.820674, 0
29.288938, -94.820674, 0
29.297696, -94.815545, 5
29.297696, -94.815545, 5
29.297696, -94.815545, 5
29.270576, -94.840216, 4
29.28306, -94.821304, 0
29.320454, -94.772271, 2
29.277452, -94.831721, 0
29.319439, -94.771787, 2
29.271563, -94.880245, 7
29.300865, -94.789923, 2
29.295372, -94.800602, 5
29.274454, -94.82679, 0
29.274454, -94.82679, 0
29.296865, -94.788607, 2
29.27538, -94.843381, 4
29.27538, -94.843381, 4
29.27538, -94.843381, 4
29.27538, -94.843381, 4
29.27538, -94.843381, 4
29.261155, -94.84699, 4
29.270693, -94.843526, 4
29.291738, -94.810608, 5
29.2775, -94.830126, 0
29.29652, -94.809243, 5
29.2699, -94.836585, 4
29.289446, -94.827499, 0
29.182485, -94.976698, 6
29.298332, -94.786533, 2
29.297453, -94.808961, 5
29.323925, -94.742331, 2
29.266892, -94.850705, 4
29.255086, -94.850947, 4
29.29514, -94.784239, 2
29.301867, -94.795948, 5
29.250988, -94.869687, 7
29.299005, -94.797665, 5
29.30194, -94.779979, 2
29.30194, -94.779978, 2
29.287796, -94.808029, 5
29.301504, -94.783127, 2
29.285283, -94.800582, 5
29.216418, -94.915315, 1
29.279186, -94.827894, 0
29.301259, -94.779234, 2
29.301259, -94.779234, 2
29.268203, -94.841353, 4
29.319011, -94.750291, 2
29.303611, -94.783403, 2
29.310476, -94.784827, 2
29.26885, -94.840513, 4
29.304631, -94.797141, 5
29.301941, -94.793053, 5
29.287577, -94.802613, 5
29.270701, -94.834662, 4
29.296518, -94.788144, 2
29.295922, -94.810906, 5
29.296986, -94.80957, 5
29.279209, -94.82793, 0
29.279209, -94.82793, 0
29.317163, -94.771985, 2
29.30392, -94.806536, 5
29.298589, -94.791597, 5
29.274454, -94.82679, 0
29.284464, -94.810216, 5
29.305385, -94.778386, 2
29.259791, -94.846761, 4
29.270614, -94.840289, 4
29.263219, -94.846216, 4
29.296669, -94.808747, 5
29.280524, -94.825827, 0
29.280524, -94.825827, 0
29.28536, -94.829539, 0
29.292082, -94.821186, 0
29.318423, -94.771574, 2
29.303551, -94.783547, 2
29.298897, -94.786739, 2
29.298897, -94.786739, 2
29.279334, -94.838787, 4
29.30013, -94.794751, 5
29.26313, -94.848519, 4
29.277157, -94.833322, 4
29.278885, -94.819869, 0
29.278885, -94.819869, 0
29.287467, -94.808013, 5
29.308224, -94.786374, 2
29.282325, -94.815215, 0
29.135515, -95.051204, 3
29.262122, -94.842684, 4
29.284547, -94.827671, 0
29.272997, -94.827818, 0
29.289605, -94.808289, 5
29.301016, -94.778452, 2
29.259951, -94.842863, 4
29.318867, -94.771364, 2
29.28477, -94.80983, 5
29.28477, -94.80983, 5
29.269556, -94.840769, 4
29.270455, -94.836899, 4
29.30721, -94.781835, 2
29.320808, -94.770905, 2
29.173823, -94.987138, 6
29.173823, -94.987138, 6
29.173823, -94.987138, 6
29.173823, -94.987138, 6
29.276612, -94.83986, 4
29.295578, -94.811862, 5
29.270019, -94.843393, 4
29.305443, -94.776523, 2
29.280204, -94.826564, 0
29.295314, -94.812751, 5
29.30614, -94.781782, 2
29.271774, -94.834085, 4
29.27921, -94.827936, 0
29.27921, -94.827936, 0
29.269168, -94.841754, 4
29.31812, -94.771158, 2
29.296214, -94.785839, 2
29.296214, -94.785839, 2
29.298041, -94.786479, 2
29.269555, -94.840769, 4
29.292684, -94.790239, 5
29.289026, -94.808861, 5
29.278, -94.825785, 0
29.263142, -94.848493, 4
29.269653, -94.852804, 4
29.261746, -94.845984, 4
29.262222, -94.842454, 4
29.325638, -94.771596, 2
29.298528, -94.780395, 2
29.276152, -94.838537, 4
29.288343, -94.800765, 5
29.295393, -94.78807, 2
29.302714, -94.778516, 2
29.200427, -94.945805, 1
29.293546, -94.788128, 5
29.318287, -94.771981, 2
29.28626, -94.839237, 4
29.319374, -94.77212, 2
29.291445, -94.809209, 5
29.200493, -94.945832, 1
29.260634, -94.875302, 7
29.300445, -94.799836, 5
29.26995, -94.836384, 4
29.292142, -94.815208, 0
29.301504, -94.783119, 2
29.307199, -94.778405, 2
29.284775, -94.80982, 5
29.284775, -94.80982, 5
29.302454, -94.782112, 2
29.318364, -94.770464, 2
29.286337, -94.820806, 0
29.2702, -94.840398, 4
29.319467, -94.771786, 2
29.292018, -94.809126, 5
29.269098, -94.841943, 4
29.140186, -95.047331, 3
29.284393, -94.817238, 0
29.283975, -94.817422, 0
29.283975, -94.817422, 0
29.269643, -94.840596, 4
29.284513, -94.870375, 7
29.291997, -94.803492, 5
29.274245, -94.837061, 4
29.269407, -94.843995, 4
29.293904, -94.789495, 5
29.291203, -94.826923, 0
29.279198, -94.827588, 0
29.285599, -94.802236, 5
29.276847, -94.840015, 4
29.207685, -94.948412, 1
29.275332, -94.833668, 4
29.277863, -94.833904, 4
29.270053, -94.844296, 4
29.289098, -94.830544, 0
29.290635, -94.800238, 5
29.290635, -94.800238, 5
29.294847, -94.789171, 5
29.294847, -94.789171, 5
29.29193, -94.814836, 0
29.29193, -94.814836, 0
29.318286, -94.772389, 2
29.284155, -94.82505, 0
29.273752, -94.842723, 4
29.293354, -94.862106, 4
29.293354, -94.862106, 4
29.269065, -94.839103, 4
29.28833, -94.8095, 5
29.28833, -94.8095, 5
29.124618, -95.065102, 3
29.294907, -94.812875, 5
29.267177, -94.844733, 4
29.285377, -94.823461, 0
29.284492, -94.829389, 0
29.308286, -94.78838, 2
29.270559, -94.840201, 4
29.305212, -94.777707, 2
29.305212, -94.777707, 2
29.305212, -94.777707, 2
29.281438, -94.822391, 0
29.301537, -94.783026, 2
29.262055, -94.839325, 4
29.270782, -94.836163, 4
29.300028, -94.790587, 2
29.291717, -94.811523, 5
29.273623, -94.828955, 0
29.300687, -94.787342, 2
29.300687, -94.787342, 2
29.293065, -94.815305, 0
29.300993, -94.784028, 2
29.3046, -94.796679, 5
29.280388, -94.839453, 4
29.269076, -94.839098, 4
29.30801, -94.783192, 2
29.302819, -94.785116, 2
29.284641, -94.829297, 0
29.26958, -94.843961, 4
29.291983, -94.810684, 5
29.278763, -94.836803, 4
29.295417, -94.810737, 5
29.296314, -94.789641, 5
29.296314, -94.789641, 5
29.323862, -94.74244, 2
29.264253, -94.836471, 4
29.301571, -94.784511, 2
29.318384, -94.771644, 2
29.260975, -94.841896, 4
29.299004, -94.782118, 2
29.29385, -94.808905, 5
29.29385, -94.808905, 5
29.263245, -94.839979, 4
29.290886, -94.796302, 5
29.28855, -94.808231, 5
29.28855, -94.808231, 5
29.279333, -94.838408, 4
29.28511, -94.822224, 0
29.28511, -94.822224, 0
29.269645, -94.825208, 0
29.290784, -94.811939, 5
29.28967, -94.796559, 5
29.301808, -94.777405, 2
29.259766, -94.841634, 4
29.285287, -94.813024, 0
